CNES;Estabelecimento de Saúde;Total de doses Aplicadas Bivalentes
2719509; UBS LAGOA DO PICO URBANO I;408
4021762; UBS JOSE BARROS EVANGELISTA;408
9215867; USF PARQUE VERDE II;408
9071199; USF LIDUINA VIERA SALOMAO;408
6237770; USF VILAREJO;408
2600897; POSTO DE SAUDE DE BOM SOSSEGO;408
5659876; UNIDADE DE SAUDE DA FAMILIA NEUMIR PEREIRA E SILVA;408
3447510; UNIDADE DE SAUDE DA FAMILIA DE CURRAL VELHO;408
9986189; UNIDADE BASICA DE SAUDE NOVA ESPERANCA;408
5061768; UNIDADE BASICA DE SAUDE VEREADOR JOSE DA ANUNCIACAO;408
6890296; USF VILA BIAGIONI;408
9031383; UNIDADE SAUDE DA FAMILIA VILA PRIMAVERA;408
2717018; USF VILA HIPICA;408
2024101; UNIDADE DE SAUDE DA FAMILIA FEITAL PINDAMONHANGABA;408
2512831; UBS IRINEU KIENEN;408
2234882; UNIDADE BASICA DE SAUDE DE MIRAGUAI ESF I E II;408
5927056; UNIDADE SAUDE DA FAMILIA HILDA DA SILVA OLIVEIRA;408
2767252; ESF VILA IPE;408
3587614; UNIDADE DE SAUDE DA FAMILIA ESF SIMONE CAVALCANTE DA SIL;407
9268979; PS MAE SABINA ESF IV;407
9420207; POSTO DE SAUDE DA CIDADE ALTA II;407
5274834; UBSF V JAILZA MOREIRA GONCALVES;407
6755550; UNIDADE DE SAUDE DA FAMILIA ARMANDO TIMOTEO;407
2713586; ESF JARDIM ROCHA;407
5231; USF DEP CRISTOVAO FERREIRA SARAMANDAIA;407
2776421; UNIDADE BASICA DE SAUDE SANTA EDWIRGES;407
2775573; UAPS MARIA LINA MARCAL;407
3742059; UNIDADE DE SAUDE CRUZEIRO;407
3248593; PSF BAIRRO DAS GRACAS DE OLIVEIRA;407
2445743; UNIDADE BASICA DE SAUDE EVANGELISTA MORELLO;407
2650401; UNIDADE BASICA DE SAUDE DE BELEM;407
2766302; PSF JARDIM PLANALTO MARIA BATISTA BRITO CORREA CONCHAL SP;407
3051900; ESF WINTER MALATRAZI;407
5870755; UBS PSF DR MOACIR DE OLIVEIRA CAMARGO;407
5549019; SECAO DE ATENDIMENTO DOMICILIAR SEADOMI;407
7347898; POSTO DE SAUDE JARDIM SOCIAL;407
2491435; UBS PASSAGEM MARFISO ANTONIA COSTA;407
2246376; UNIDADE BASICA DE SAUDE IBIACA;407
3094693; ESF 07 EMIR REISDORFER;407
491977; ILDA APARECIDA COMETKI SAO JOSE;407
70890; POSTO DE SAUDE JOAQUIM SAMPAIO;406
2368420; PS DE SAO MIGUEL DO FIDALGO PSF;406
2481944; UBASF JACARECOARA;406
7286090; UBASF BARRA NOVA;406
2478730; UNIDADE DE PSF VI LAGOA DO MATO;406
2476126; UBS DR LEIDO ANTAO DA SILVA;406
7980159; USF DO TANQUE DA NACAO;406
2770687; USF ITAMOTINGA;406
6483801; USF BENTO BISPO DE SOUZA;406
26840; COMPLEXO HOSPITALAR SAO FRANCISCO;406
2142368; PSF CRUZEIRO DE CANDEIAS;406
3301222; CENTRO DE SAUDE DONA LICA;406
2775247; PSF ACLIMACAO;406
2294206; UNIDADE DE SAUDE DA FAMILIA DE SAO JUDAS TADEU;406
2750295; UNIDADE BASICA DE ESTRATEGIA DE SAUDE DA FAMILIA;406
3056910; UNIDADE DE SAUDE DA FAMILIA BOA ESPERANCA I PIRACICABA;406
2091151; ESTRATEGIA SAUDE DA FAMILIA SANTA VITORIA PITANGUEIRAS;406
9047751; UBS JAIME SEITI FUJII;406
9283943; UBS JARDIM AMAZONIA;406
7499264; UNIDADE BASICA DE SAUDE VANILDO CHAGAS HADMAN;405
3623211; UBS DE BARREIRAS DO PIAUI;405
2480069; CENTRO DE SAUDE DE ARARENDA;405
2425459; PSF II RAIMUNDO FIGUEIREDO SILVA;405
2322463; UBSF DR HERETIANO ZENAIDE ESF V;405
4021215; UNIDADE DE SAUDE DA FAMILIA DE ABADIA;405
5831113; USF DA SEDE 2;405
7454945; UBS ANTONIO MOREIRA DOS ANJOS;405
2100916; USF ALTO DO ACUDE;405
2403641; UNIDADE DE SAUDE SHELL CATARINA ROMANHA LORENZUTTI;405
2283514; UNIDADE DE SAUDE DA FAMILIA JARDIM OLIMPO;405
2030365; CS ALVINLANDIA;405
3529126; UNIDADE DE ESTRATEGIA EM SAUDE DA FAMILIA GUARATUBA;405
2043742; USF ANIZ BADRA;405
7594925; USF AMELIA STRANIERI FRARE;405
9004165; UBS PARQUE PORTUGAL;405
2245299; UNIDADE BASICA DE SAUDE PONTAO;405
2254212; UNIDADE BASICA DE SAUDE BEATRIZOLIVEIRA;405
2589834; CENTRO DE SAUDE CLAITON O DA SILVA;404
6924654; UNIDADE BASICA DE SAUDE DO MARANHAO;404
3767205; UNIDADE SAUDE DA FAMILIA REALINO PEREIRA DA SILVA;404
6401368; UNIDADE BASICA MARIA CARLOS RIBEIRO;404
2348535; USF ILHA DO RATO;404
2477653; UNIDADE DE SAUDE DA FAMILIA DE ESPINHEIRO;404
7415478; UBS SANTA MARTA JK;404
9423109; UNIDADE BASICA DE SAUDE PROGRESSO;404
2282216; MMF JOSE ANTONIO ECHEVERRIA BIANCHI;404
2288397; USF ITAPUCA;404
2092662; ESF JARDIM SANTA CRUZ POSTINHO JOAO DE LINO DE SOCORRO;404
3846660; UNIDADE BASICA DE SAUDE JARDIM ARCHILA;404
2673037; UBS TRES LAGOAS;404
804711; UNIDADE DE SAUDE DE ATENCAO PRIMARIA;404
7515278; U B S SANTA RITA;404
2647389; UNIDADE BASICA DE SAUDE VILA BELMIRO;404
3436756; USF SAO CRISTOVAO;403
2336928; UNIDADE DE SAUDE DA FAMILIA FURO DAS MARINHAS;403
2785943; UBS SIMPLICIO FERREIRA DE CARVALHO;403
2482495; UAPS JOSE BARROS;403
2334593; UBS NORDESTE II FRANCISCO ARAUJO DO NASCIMENTO FILHO;403
2635321; ESF LAGOA DO BARRO I;403
2525208; USF DE TREMEDAL;403
6225985; USF DR GILENO ROCHA;403
2269104; UNIDADE DE SAUDE DA FAMILIA VALTAIR FELICIO DA SILVA;403
7299397; ESF JOSE BERTELLI FILHO;403
2750805; ESTRATEGIA SAUDE DA FAMILIA EDMUNDO DE OLIVEIRA;403
2791951; UNIDADE MARIA NAZARETH;403
2727404; CENTRO DE SAUDE DE PITANGUEIRAS;403
2731711; CENTRO DE SAUDE DE QUARTO CENTENARIO;403
2419904; UNIDADE BASICA DE SAUDE CENTRO SOCIAL URBANO;403
6405940; UNIDADE DE SAUDE TANCREDO NEVES;403
7862458; ESF PRIMAVERA;403
3261549; UNIDADE SAUDE DA FAMILIA SANTA HELENA;402
3631117; UBS JOSE GERALDO DA CRUZ;402
7043511; CENTRO DE SAUDE DA FAMILIA V;402
2635305; ESF CAVALETE I;402
9419594; UNIDADE DE SAUDE DA FAMILIA ALTO DA BELA VISTA;402
6947654; UBS NUCLEO AGROVILAS;402
2151766; UNIDADE DE SAUDE DA FAMILIA DR JOSE FLAVIO R PEREIRA;402
2067471; PM 04 JD GUANABARA;402
2034506; CENTRO DE SAUDE III DE MAGDA;402
2335034; UBS NOVA ESPERANCA;402
2265656; POSTO DE SAUDE DERRUBADAS;402
2232030; FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO;402
2752573; PSF DR MANUEL GASPAR MANSO PERES;402
2390515; CS ADELSON RIBEIRO DE CARVALHO;401
2325721; PS MAE SABINA;401
2444038; UNIDADE BASICA DE SAUDE VILA BANDEIRANTE;401
2415224; UNIDADE DE SAUDE DA FAMILIA JOSE AUGUSTO SIEBRA;401
2565579; UNIDADE BASICA DE SAUDE CAPITAO AGRIPINO FERREIRA LEITE;401
7490453; CSF NOVO RECANTO;401
7259166; UNIDADE BASICA DE SAUDE RAIMUNDO PEDRO BENEVIDES;401
5073103; UNIDADE DE SAUDE DA FAMILIA JILZA DE ARAUJO;401
2350521; UNIDADE DE SAUDE DA FAMILIA MANOEL DE AQUINO ALBUQUERQUE;401
2388723; UNIDADE DE SAUDE DA FAMILIA DE PLANALTO;401
7078765; UBS VALDOMIRO FROTA;401
2497824; UNIDADE DE SAUDE DA FAMILIA BONFIM III;401
2154013; UNIDADE BASICA DE SAUDE DO SERTAOZINHO;401
6888488; CASA UNIMED;401
2135418; UBS PENHA DE FRANCA;401
7530706; HOSPITAL DR NILTON DE BARROS;401
2067706; ESF VILA GLORIA I;401
2071061; ESF JARDIM CANUTO;401
2023792; ESF COHAB DR AUGUSTO MARQUES DE LIMA;401
64203; AMBULATORIO DE ESPECIALIDADES DR HELIO MARCIO MAMEDE LIMEIRA;401
6446922; USF BOM JESUS MATAO;401
2077361; UBS 2 DE SUZANAPOLIS;401
7007183; UBS JAMILE DEQUECH DR JOAO TURETTA;401
2513528; UNIDADE MUNICIPAL DE SAUDE DA FAMILIA SAUDAVEL;401
2245604; CENTRO DE SAUDE DE TUNAS TUNAS;401
2655713; PSF SAO BENEDITO;401
9647228; ESF CIDADE DE DEUS;401
6905579; USF N 02;400
2468689; CENTRO DE SAUDE MARIA BETANIA SANTA FE DO ARAGUAIA;400
2360675; UNIDADE BASICA DE SAUDE VILA DO AVIAO;400
2373149; UBASF RAIMUNDO RODRIGUES DO NASCIMENTO BAU;400
2565668; UNIDADE BASICA DE SAUDE RAIMUNDO FELIX DE SOUSA;400
3149102; UBS LUIZA VANESSA DA SILVA MARINHO;400
2473771; POSTO DE SAUDE ENXU QUEIMADO;400
2466759; UBS DA BANANEIRA;400
4448; UBS DO CSU PERNAMBUES;400
3325830; USF NOVA ESPERANCA;400
3827011; UBS MUCIA VERBENIA;400
2532247; UNIDADE DE SAUDE DA FAMIILIA DE GAMBOA;400
2124246; UNIDADE DE SAUDE DA FAMILIA CONCEICAO DE ITAGUA;400
2149680; ESF ESTRATEGIA DA SAUDE DA FAMILIA NOVA LASSANCE;400
469858; ESF VALDIVINA FERREIRA DE MEIRELES FERRAZ II;400
2800810; USF 24 ALAGOAS;400
9541659; UBS SIDNEY CINTI PREFEITAO AGUAS CLARAS;400
2698668; UBS JD MORRO GRANDE MARIA PEREIRA DE SOUZA;400
2042088; ESF ROCIO AREIA BRANCA;400
3528596; HOSPITAL SANTA HELENA;400
9234799; UNIDADE DE SAUDE DA FAMILIA DR LIBANIO CARDOSO;400
7707851; ESF PONCHE VERDE;400
2258730; ESF 08 VILA MARIO;400
5894026; E S F LAGOA DOS CAVALOS;399
2342170; HOSPITAL E MATERNIDADE MUNICIPAL PE ALFREDO BARBOSA;399
175498; UBS LUIZ GONZAGA RAMOS PRISCO;399
4032918; PSF MONTE CASTELO;399
2115085; CENTRO DE SAUDE JORDELINO BREDER;399
2121840; CENTRO DE SAUDE DR CASSIO MACEDO;399
9411097; PSF BELA VISTA;399
2279959; USF INTEGRADA TANCREDO NEVE PITEIRAS;399
2280450; UNIDADE BASICA DE SAUDE BALNEARIO;399
2792249; UNIDADE DE SAUDE DA FAMILIA JD BRIQUET;399
6677398; UNIDADE BASICA DE SAUDE MARISCAL;399
2553171; UNIDADE SANITARIA SEDE DE PLANALTO ALEGRE;399
3882578; ESF DR ROMARIO ARAUJO;399
4066936; SECRETARIA MUNICIPAL DE SAUDE DE SANTA MARGARIDA DO SUL;399
2371758; ESTRATEGIA DA SAUDE DA FAMILIA DE CORGUINHO;399
8014493; ESTRATEGIA DE SAUDE DA FAMILIA DE CASTELANDIA;399
6340814; UBS DE TRIZIDELA;398
2426013; UBS MARROCOS SAO GONCALO;398
53406; UNIDADE BASICA DE SAUDE CENTRO II;398
7900600; UNIDADE BASICA DE SAUDE JOSE GOMES DO NASCIMENTO;398
6396860; EQUIPE DE SAUDE DE PLANALTO;398
2345404; USF 02 JOAO MALHEIRO LACERDA;398
7557590; UNIDADE DE SAUDE DA FAMILIA JOSE DE SANTANA DANTAS;398
2800667; UNIDADE DE SAUDE DA FAMILIA DO ALTO DO FUNDAO;398
3473910; UNIDADE BASICA DE SAUDE DA FAMILIA DE CAMPO FORMOSO;398
2644932; USF LAGOA DO MORRO;398
3010082; USF DO MALVAO;398
2194643; PSF FERVEDOURO SEDE;398
4005236; USF NOVO HORIZONTE;398
2448033; UNIDADE BASICA DE SAUDE DE CASTELINHO;398
9186166; UNIDADE DO PSF JULIA RIBEIRO BURI SP;398
2749459; USF VER JOSE MIGUEL PATEKOSKI JUCA VILA ANTUNES;398
6682545; USF PARAFUSO;398
2750309; CENTRO DE SAUDE DE NOVA GUATAPORANGA;398
2748703; USF DR JOAO ANTONIO DEL NERO PIRASSUNUNGA;398
7699360; ESF BELA VISTA DR YUGO MORITA;398
2658216; UNIDADE BASICA DE SAUDE ROSALINA MODESTO DA COSTA;398
2334836; ESTRATEGIA DE SAUDE DA FAMILIA FIGUEIRA;398
2250861; UNIDADE SANITARIA DR JUCA SEDE;398
2246007; ESF JOSE ALEXANDRE ZACHIA PMPF;398
9167455; UBSF SENANDES;398
3369331; UNIDADE ESF MARINGA;398
3441741; UNIDADE BASICA DE SAUDE SANTA TEREZINHA;397
2369494; PS CLEMENTINO COELHO;397
2478358; UNIDADE BASICA DE SAUDE ANICETO ROCHA;397
3207056; UBS MATAS;397
2501880; UBS DR ANTONIO SOARES JUNIOR;397
2512122; PSF JOSE BATISTA SILVA JANGADA;397
6165796; UNIDADE DE SAUDE DA FAMILIA DO JACU;397
2525534; UNIDADE BASICA DE SAUDE NANAN NETO MATOS;397
2098709; UBS SENHORA DAS DORES;397
2201577; UNIDADE DE SAUDE JARDIM AMERICA;397
2184729; UNIDADE BASICA DE SAUDE DA FAMILIA SANTA ROSA;397
9636099; UNIDADE BASICA DE SAUDE DE ELDORADO;397
2284243; CLINICA DA FAMILIA SANTA EUGENIA;397
7391102; UNIDADE BASICA DE SAUDE PREFEITO JOSE CARLOS HENRICHS;397
2774283; P S F JOAO DE BARRO;397
2300192; UNIDADE SAUDE DA FAMILIA;397
2226014; UNIDADE BASICA DE SAUDE PARECI NOVO;397
2258323; CS SMS ROLADOR;397
2251485; POSTO DE SAUDE DE TEUTONIA;397
7645171; UBS SANTO ANTONIO III;397
3313220; USF NOVO HORIZONTE;397
694134; UBS ERCILIA MARTINS DE SOUZA;396
7550685; UBS 29 PETECAS III IV;396
3479897; POSTO DE SAUDE CENTRO;396
2473887; UNIDADE BASICA DE SAUDE;396
2362392; UBS JOAO RIQUE;396
2322668; UBSF SAO MIGUEL ANTONIO DIAS DO NASCIMENTO;396
2635275; EAP LAGOA DE DENTRO I;396
2633892; UBSF DR CARLOS H BRADLEY SAO GERALDO;396
2631377; P S F VILA CABANAS;396
2499983; UNIDADE DE SAUDE DA FAMILIA DA VILA DO TIGRE;396
2387662; USF BARRA DO FURADO;396
4028694; CS SAO JOAO BATISTA;396
6653103; POSTO DE SAUDE MARIANA FRANCISCA DE JESUS;396
7584660; UBS E ESF ESPERANCA;396
2194430; PSF UNIDADE SAUDE DA FAMILIA 3 DE LUZ;396
2186314; CENTRO DE SAUDE DE SAO JOAO DA LAGOA;396
9101489; U B S DR WILSON MARCILIO;396
2070561; UBS IPERO;396
3910482; UBS DALMACIO ANTUNES CENTRO DE IMUNIZACAO;396
993956; SAO LUIZ MATERNIDADE;396
2089238; HOSPITAL ALVORADA MOEMA;396
2765756; USF BARRA DO UNA;396
2737213; UNIDADE BASICA DE SAUDE NELSON DOS SANTOS PEREIRA;396
3558045; ESTRATEGIA DE SAUDE DA FAMILIA SANTA TEREZINHA I;396
6926908; UNIDADE SAUDE DA FAMILIA MORADA DOS EUCALIPTOS;396
2700999; ESF BOQUEIRAO SAO LOURENCO DO SUL;396
2376555; UNIDADE BASICA DE SAUDE TAQUARUSSU;396
2699281; ESF CELSO SIQUEIRA FRANCA;396
2566508; UNIDADE BASICA DE SAUDE DR SILVIO LEITE;395
2336979; UNIDADE DE SAUDE DA FAMILIA DO COMBU;395
7555024; USF DA VILA BARBOSA;395
7984626; UBS BURITI DO CANTO;395
2369605; UBS 06 SAO JOAO;395
2444127; UNIDADE BASICA DE SAUDE GIL MARTINS USINA SANTANA;395
2372002; UBS ESTRELA DO MAR;395
2724618; POSTO DE SAUDE DE AMERICA;395
2941279; UBASF GERALDO CAVALCANTE RANGEL;395
2664135; UNIDADE BASICA DE SAUDE DA FAMILIA DA PAULICEIA;395
2552426; UBS DO CAMPO LINDO;395
2343282; UNIDADE SAUDE DA FAMILIAPSF VIII JOSE FELICIANO;395
106143; UBS QUILOMBO II;395
6647510; PSF ANTONIO FIRMINO DA SILVA;395
3461130; UNIDADE DE SAUDE DA FAMILIA DE ABAIRA;395
7557612; UNIDADE DE SAUDE DA FAMILIA DE PINHOES;395
9831622; PSF ROBERTO BAIARDI;395
2508427; UBS FRANCA;395
5083982; UNIDADE DE SAUDE DA FAMILIA DO MATO VERDE;395
2598310; USF DE DANTILANDIA;395
6000304; UBS IRACY LULA MENDES;395
986666; USF DOUTOR JOSE CLAUDIO NERY;395
2150360; ESF SAO GERALDO;395
2678160; U B S GERMANO KIEFER;395
6917712; ESF SEDE;395
2280434; UNIDADE BASICA DE SAUDE POCO FUNDO;395
3553299; UBSF JARDIM BELMONTE JULIO BERTHOLDO FILHO;395
2022443; E S F DR RAMIRO DE SOUZA LIMA;395
7983956; UBS ELAINE MAZUR MARTINS LOPES CAMARGO;395
2624370; PSF CIDADE ALTA;395
3447383; UNIDADE SAO DONATO ESF;395
7413874; UBS PARQUE DAS AMERICAS;395
2382776; POSTO DE SAUDE NOVA ROMA;395
2316781; UNIDADE DE SAUDE DA FAMILIA DO MARACANA;394
2530198; UNIDADE BASICA DE SAUDE ANTONIO DINIZ BARROS;394
4031784; UAPS VILA AZUL;394
2664321; UBS DE AMANAIARA LEONTINA VERAS;394
6766986; PSF MANUEL HONORIO DA SILVA;394
6194850; PSF ANTONIO MACENA DE LIMA;394
6512453; UNIDADE DE SAUDE DA FAMILIA DE LAGOA DO CAROA;394
5696410; CENTRO DE SAUDE JOSE FERREIRA SOARES;394
2116057; UBS VICENTE ESTEVAO SANTOS;394
3578135; PSF DR RAMON ROULIEM DE QUEIROZ;394
2764229; VESPASIANO CENTRO DE SAUDE CELVIA;394
7528523; UNIDADE DE SAUDE DA FAMILIA KOBAYAT LIBANO PIRACICABA;394
6326749; UNIDADE BASICA DE SAUDE LIBERA ROSSONI;394
3016773; ESF CONCORDIA;394
2378655; UNIDADE SANITARIA SEDE DE BELMONTE;394
2418568; REGIAO 12 TRES RIACHOS;394
2265206; UNIDADE DE SAUDE NOSSA SENHORA APARECIDA;394
2247119; ESF 02 MARDUQUE;394
2591480; ESTRATEGIA DE SAUDE DA FAMILIA ARAPONGAS;394
2395487; CENTRO MUNICIPAL DE SAUDE DE CAMPINAPOLIS UNIDADE I CENTRO;394
7693842; UNIDADE BASICA DE SAUDE GENTIL CARNEIRO BRITO;393
2600404; CENTRO DE SAUDE JOSE LUCIO ARAGOMINAS;393
5078563; UNIDADE BASICA DE SAUDE ROSA DOS SANTOS CARVALHO;393
2415046; UNIDADE DE SAUDE DA FAMILIA VILA PADRE CICERO;393
2565013; UNIDADE BASICA DE SAUDE DA FAMILIA DE OITICICA;393
2371995; UBS CATARINA EVANGELISTA DE SOUSA;393
2473119; UBS DE ZABELE;393
3000206; PSF XVII UNIDADE DE SAUDE LOT ANTONIO MARIZ;393
2632780; ESF DO NEVES;393
2347857; UNIDADE DE SAUDE DA FAMILIA DO MIMOSO;393
2772116; UNIDADE BASICA DE SAUDE DA SEDE;393
5144868; USF MANOEL MESSIAS DA SILVA SEDE II;393
2509229; USF LEONCIO CERQUEIRA GOMES;393
2119013; ESF XONIN;393
260711; UNIDADE SAUDE DA FAMILIA NACOES;393
2777029; UNIDADE SAUDE DA FAMILIA VIDA E SAUDE MANHUMIRIM;393
2191881; PSF FREI PAULO DE NOVA SERRANA;393
6319769; UNIDADE SAUDE FAMILIA DR PAULO NOGUEIRA DE RESENDE;393
2486202; UNIDADE BASICA DE SAUDE CAMPO VERDE;393
2040069; HOSPITAL MATERNIDADE JESUS JOSE E MARIA;393
7862180; USF JARDIM SAO JOAO SCRPARDO;393
6217788; CENTRO DE DETENCAO PROVISORIA III DE PINHEIROS;393
2300923; UNIDADE DE SAUDE JOAO CARDOSO DA SILVA;393
9523782; USF DRA GLAUCIA SIGILIAO DO COUTO;393
6223419; UBS FRANCISCO RAMIRES;392
2614758; CENTRO DE SAUDE MARIA BICO DOCE;392
2469154; UNIDADE BASICA DE SAUDE DONA JOANINHA;392
2465620; UNIDADE DE SAUDE DA FAMILIA EUDINEIA ALVES VERAS CUTRIM;392
3285391; HOSPITAL UNIVERSITARIO DA UNIVERSIDADE FEDERAL DO PIAUI;392
938491; POSTO DE SAUDE SEDE III;392
2425874; UBS PALMEIRINHA;392
7421117; UNIDADE BASICA DE SAUDE DA FAMILIA DE SEIS CARNAUBAS;392
2326973; U B S DA FAMILIA DE ACARAPE RITA MARIA DA CONCEICAO;392
3000249; UNIDADE DE SAUDE DA FAMILIA 5 RUAS;392
5496764; USF NOSSA SENHORA DO CARMO;392
2351943; ESFSB SAO BORJA;392
7430671; REDE FRIO;392
6105629; UNIDADE DE SAUDE DA FAMILIA DONA GINA;392
2134098; PROGRAMA DE SAUDE DA FAMILIAPSF CANOEIRO;392
2097931; PSF I PREF DR VITOR VIEIRA;392
2796821; ESF CAMINHO DO SOL;392
2120259; UAPS 01 ESPERANCA DE ITAOBIM;392
2195232; UAPS 02 DISTRITO DE GIRU DE JOAIMA;392
2139731; UBS SANTO ANTONIO DA BOA VISTA;392
7782381; UBS ESF COHAB;392
2184338; UNIDADE BASICA DE SAUDE PASCOAL TASSI;392
2778637; UNIDADE DE SAUDE DA FAMILIA PILAR III IV E V;392
2271737; USF DE AMPARO;392
7659121; USF MORADA DA BARRA;392
2053802; USF PADRE NOBREGA;392
2785447; UNIDADE MISTA DE SAUDE DE MOMBUCA;392
2688611; SAO LUIZ UNIDADE ITAIM;392
9408711; USF II DR JOSE RODOLFO ZIMMERMANN DIAS;392
9882308; USF UNIDADE SAUDE DA FAMILIA;392
2537648; CENTRO DE SAUDE DA FAMILIA ELDORADO;392
2231565; UBS SANTA CLARA ALVORADA;392
2614308; UNIDADE BASICA DE SAUDE GUANABARA;391
2463849; UBSF DE SERIEMA;391
2611562; UNIDADE BASICA DE SAUDE SANTA TEREZA;391
7848633; UNIDADE BASICA DE SAUDE MANOEL SALUSTINO;391
2597284; UBSF CAMPESTRE MARIA SALOME ALVES TORRES;391
5034957; UNIDADE DE SAUDE DA FAMILIA GUTEMBERG CRUZ DE SANTANA;391
6537960; UNIDADE BASICA AMIGOS DA SAUDE;391
5922275; UNIDADE BASICA SAUDE DA FAMILIA JULIO HENRIQUES DA SILVA;391
4041453; UNIDADE BASICA DE SAUDE DE GUARANILANDIA;391
6763227; UNIDADE DE SAUDE DONA MARIA ROSA BANDEIRA;391
2049740; IV POSTO MUNICIPAL DE SAUDE BAIRRO MOREIRAS MAIRINQUE;391
2717026; USF VILA NOVA;391
2737302; CENTRO DE SAUDE DE PEROBAL;391
3456013; UBS HUMAITA CENTRO;391
2230291; UNIDADE DE SAUDE MATO GRANDE;391
6299318; CENTRO DE SAUDE CRISTAL;391
2248883; UBS PROGRESSO;391
7672241; ESF X IRMA DOROTHY STANG;391
6657206; CENTRO DE SAUDE DO BAIRRO BRILHANTE;390
7836163; UBS NOVA TERRA;390
5701287; UBS AEROPORTO;390
2364697; UBS RAIMUNDO FILHO;390
2726084; UNIDADE BASICA DE SAUDE JOSE FILOMENO DE MORAES PSF I;390
7305745; UNIDADE BASICA DE SAUDE INDIGENA DE ITAPIPOCA TREMEMBE;390
2503700; UBS IZABEL BEZERRA DE ARAUJO;390
2374692; UBS PIUM;390
2321254; UNIDADE DE SAUDE DA FAMILIA DE AREIA DE BARAUNAS;390
6223079; UNIDADE DE SAUDE DA FAMILIA GERALDO TEIXEIRA DO NASCIMENTO;390
6790704; U S F RITA MARIA DA TRINDADE;390
3523705; UNIDADE DE SAUDE DA FAMILIA MARIA AMARAL DE SOUZA;390
2569493; USF OLIMPIO JOSE DOS ANJOS;390
2506238; USF VIRGILIO BARRETO DA COSTA MONTE ALEGRE;390
3099164; USF MANOEL INACIO PEREIRA;390
6921108; UBS ADELINA SARAIVA SANTOS DONA LU;390
2097966; PSF II ANTONIO BARBOSA LEAO;390
7014333; UNIDADE BASICA DE SAUDE DR WILTON;390
2145758; CENTRO DE SAUDE DE CASCALHO RICO;390
2101718; UBS DONA ANDREZINA SEVERINO DE RESENDE PSF I;390
2281104; ESTRATEGIA DE SAUDE DA FAMILIA VILA HISTORICA;390
623091; USF NOVA ESPERANCA;390
2022397; E S F DR OSWALDO DAMIAN DE OLIVEIRA;390
2066254; E S F DR TASSO PARAISO CAVALCANTI DE ALBUQUERQUE;390
7501633; USF COMERCIARIOS BOTUCATU;390
9565221; USF VEREADOR ANGELO BACCIN;390
2041286; USF ROMEU TORTORELLI;390
7975333; UNIDADE DE SAUDE DR MARTINHO FERNANDES DE MORAES PERDONCINI;390
9241205; UNIDADE DE SAUDE DA FAMILIA DR RICARDO NARDI CARDOSO;390
2552868; CEDAP;390
2663538; UNIDADE DE SAUDE TREVISO;390
6894054; PRESIDIO REGIONAL DE SANTA CRUZ DO SUL;390
2397811; ESTRATEGIA SAUDE DA FAMILIA I OLIMPIO DE SOUZA;390
6548806; USF DR IGOR PEREIRA MEDEIROS;389
4008332; UBS ANTONIO POLICARPO;389
770132; POSTO DE SAUDE DA TERRA;389
2474220; UBS NOSSA SENHORA DA CONCEICAO;389
2322110; UNIDADE BASICA SAUDE DA FAMILIA I CENTRO;389
2334569; UBS NORDESTE I DR OSVALDO AZEVEDO;389
2702983; HOSPITAL REGIONAL DOM MOURA;389
5512387; PSF OZANA;389
2626772; UNIDADE DE SAUDE DA FAMILIA BAIXA GRANDE;389
2698323; USF DR JACINTO CABRAL;389
5050332; UNIDADE DE SAUDE DA FAMILIA DE NOVO HORIZONTE;389
7945124; UNIDADE BASICA DE SAUDE DA URBS;389
26859; HOSPITAL FELICIO ROCHO;389
2280965; UNIDADE DE SAUDE DO MORRO DO PERES E GLORIA I;389
6449786; E S F 24 MARIO COVAS;389
2041855; UNIDADE DE ESF VILA FLORINDO JUQUIA;389
2385414; UNIDADE SANITARIA CENTRAL;389
2647613; UNIDADE BASICA DE SAUDE DA FAMILIA ESF FORTE;389
3202631; UBS SAO LUIZ ETELVINA BOPPRE PHILIPE;389
2411261; UNIDADE SANITARIA DE VARGEAO;389
2231689; USF CAPAO DA PORTEIRA VIAMAO;389
2710684; UNIDADE DE SAUDE DE FAMILIA DE JUTI;389
2470977; USF DR JOSE EDUARDO FARIA;389
3963446; PROGRAMA DE SAUDE DA FAMILIA DE FORMOSO II;389
2497638; CENTRO DE SAUDE IRMA M AGOSTINHO GUAJARA MIRIM;388
2616025; UBS HONORATO BAIA;388
2620030; US CONS NELI LOEBLEIN;388
5382270; UBS SENADOR BENEDITO V FERREIRA ARAGUAINA;388
2486830; UNIDADE DE SAUDE DA FAMILIA DIVINO ESPIRITO SANTO NATIVIDADE;388
2453231; UBS DE MINEIRINHO;388
2462583; HOSPITAL MATERNO INFANTIL;388
2325748; PS MOCAMBINHO;388
2369680; UBS 14 FORMOSA;388
2610787; POSTO DE SAUDE DE SAO NICOLAU;388
2551993; POSTO DE SAUDE FRANCISCA ROMANA DE OLIVEIRA;388
2565536; UNIDADE BASICA DE SAUDE LUIS PRATA GIRAO;388
2424398; CSF APRAZIVEL;388
246964; UNIDADE BASICA DE SAUDE ANTONIO ROBSON MIRANDA DE SOUSA;388
2505258; USF HANS WERNER;388
6055125; UNIDADE DE SAUDE DA FAMILIA DR ALEXANDRE FARIAS DA SILVA;388
6637663; PSF JOAO BATISTA DE MIRANDA;388
