CNES;Estabelecimento de Saúde;Total de Doses Aplicadas Monovalente;1ª Dose;2ª Dose;3ª Dose;Dose Reforço;1° Dose Reforço;2° Dose Reforço;3° Dose Reforço;Dose Adicional;Dose Única
2735342; UBS VIDIGAL;5226;1826;1704;14;1144;30;466;1;3;38
2103435; CENTRO DE SAUDE DE ITUETA;5195;1826;1681;0;1130;5;384;0;1;168
3910814; USF GREGORIOS;5719;1826;1624;1;1331;0;693;1;169;74
2349868; UBS BOM TEMPO;3680;1826;1535;16;222;0;25;0;1;55
3393259; UBS CLOVIS BEZERRA NANA PORPINO;3608;1826;948;3;682;1;144;3;0;1
5677262; UNIDADE DE SAUDE DA FAMILIA BOMBINHA;3211;1826;931;0;399;0;55;0;0;0
2204479; UNIDADE BASICA DE SAUDE DA FAMILIA SANTA LUZIA;5103;1825;1828;1;1023;0;405;0;1;20
2345625; UBS LAJES;5149;1824;1723;2;1090;0;288;5;0;217
5859867; UNIDADE DE SAUDE DA FAMILIA NELSON JERONIMO DA SILVA;4876;1824;1596;61;930;174;272;0;0;19
7112718; USF CENTRO I;5294;1824;1372;3;1367;2;202;65;155;304
2620987; USF SAO DOMINGOS DE GUSMAO;4161;1824;1277;0;880;0;178;0;2;0
2443686; POSTO DE SAUDE ANTONIO CORNELIO DE SIQUEIRA;5175;1824;1135;1;1452;0;620;6;1;136
2475162; CENTRO DE SAUDE DE CAMPO REDONDO;14659;1823;2715;196;2084;312;3197;474;3775;83
5513103; PSF 01 DERCIDES DIAS DE MORAES NOVA LACERDA;5126;1823;1990;3;919;0;246;49;4;92
2565803; POSTO DE SAUDE DR EVERARDO SILVEIRA CAMPO VELHO I II;6521;1823;1730;19;2229;4;715;0;1;0
2549654; CENTRO DE SAUDE RONDINHA;4758;1823;1704;0;838;1;249;0;2;141
2487705; USF DA LIMEIRA;5271;1823;1603;4;625;11;936;0;269;0
2636441; P S F DE PIRAUA;4405;1823;1517;0;795;0;237;2;0;31
2376210; ESTRATEGIA DE SAUDE DA FAMILIA MARIZA RODRIGUES DOS SANTOS;4753;1823;1300;0;1184;1;261;6;33;145
3772683; CENTRO DE DETENCAO PROVISORIA DE DIADEMA;6845;1822;2255;0;1758;5;892;0;2;111
6420230; POSTO DE SAUDE DO ACUDINHO II;5780;1822;1996;4;1305;14;622;0;2;15
2398095; ESTRATEGIA SAUDE DA FAMILIA PE BRANCO DE DIAMANTINO;5277;1822;1927;63;608;1;127;18;513;198
2635526; ESF I UNIDADE DE SAUDE ALZIRA ALVES DA COSTA;6405;1822;1880;3;1847;0;790;25;20;18
2473070; UBS DE LAGOA DO BOQUEIRAO;4651;1822;1459;0;847;0;375;93;34;21
2345412; USF 04 ROMAO RODRIGUES DE OLIVEIRA;3172;1822;842;2;470;0;15;0;12;9
2323494; CENTRO INTEGRADO DE SAUDE LINEU ARAUJO;4323;1821;2377;19;13;1;91;0;0;1
4028570; UNIDADE DE SAUDE DA FAMILIA NICOLAU PORTO DA SILVA;5879;1821;1735;5;1441;40;783;0;1;53
2244454; POSTO DE SAUDE I CENTRO DE SAUDE STO A PLANALTO;4516;1821;1707;0;843;0;77;1;22;45
2379562; PSF BARRAGEM CAIC;4211;1821;1704;0;67;0;163;0;456;0
3058603; UBS DIONEIA PEREIRA MANOSSO CORREIA;5029;1821;1658;5;645;0;261;0;577;62
6937985; ESF ACAO E PARTICIPACAO;5325;1821;1657;0;1248;0;569;1;11;18
7732856; UNIDADE BASICA DE SAUDE ARLINDO LOPES DE SOUZA;4288;1821;1538;0;477;1;297;2;0;152
2330881; UNIDADE DE SAUDE DA FAMILIA VILA BOM JARDIM;3801;1821;1459;0;337;0;19;2;163;0
9938451; UBSF FREI DAMIAO II;6613;1820;2185;179;1586;16;633;47;140;7
8016577; PENIT JOSE PARADA NETO PI GUARULHOS;8841;1820;2046;0;2489;7;1540;0;17;922
6454860; ESF LIVRAMENTO;4432;1820;1991;0;419;16;81;1;103;1
2499169; POSTO DE SAUDE MANOEL PINHEIRO SANTANA;6508;1820;1635;54;1661;0;1258;0;2;78
2114321; POSTO DE SAUDE DA PRATA LAJINHA;4895;1819;2185;0;742;0;142;1;6;0
5355710; USF SUECIA;6148;1819;1693;14;1640;62;914;0;5;1
7448961; UNIDADE BASICA DE SAUDE SERRA DO SALITRE I;4459;1819;1578;8;682;88;199;0;75;10
7021615; UESF AFONSO LIGORIO BEZERRA SOBRINHO;3847;1819;1430;4;452;14;64;46;3;15
7752172; UNIDADE BASICA SAUDE PARAISO I;6143;1818;1925;10;1363;0;1009;1;13;4
2633477; USF PINDOBA;5432;1818;1730;20;1299;86;463;13;2;1
2378957; ESF DISTRITO DE ITAIO;4813;1818;1673;0;1005;0;260;0;1;56
2318938; UNIDADE DE ESF RIO VERMELHO;3375;1818;984;0;477;0;93;0;0;3
2009870; UNIDADE DE SAUDE DA FAMILIA DURVAL CORTEZ 2 DS;12185;1817;2384;11;4323;117;3475;16;42;0
2225018; UNIDADE DE SAUDE DA FAMILIA CRUZ DE MALTA;7460;1817;2165;38;2111;86;1130;28;35;50
2249324; UNIDADE BASICA DE SAUDE DA BARRA DO RIO AZUL;5314;1817;1814;1;1519;0;13;98;6;46
3575578; UBS CENTRO II;5260;1817;1651;63;1058;73;518;9;39;32
2213540; JUATUBA UBS DE FRANCELINOS;5081;1817;1631;0;1071;62;284;16;127;73
3022668; UBS PERI PERI;4740;1817;1629;0;975;0;275;0;1;43
5304679; UBS VARGEM GRANDE;5013;1817;1627;1;754;0;112;0;652;50
7956258; UBS VER ANTONIO ARQUIDEU ZIBORDI JD VITORIA ESPINHAL SP;5122;1817;1404;6;1093;38;746;0;4;14
2104075; PROGRAMA DE SAUDE DA FAMILIA ESF VIDA E ESPERANCA;3569;1817;1344;0;394;0;1;0;1;12
9421211; USF SAO JOSE;6410;1816;2229;179;1518;0;587;12;68;1
7901860; UNIDADE BASICA DE SAUDE JOAQUIM ALVES NETO;7503;1816;1693;202;2367;0;1379;0;3;43
2410397; CENTRO DE SAUDE DA FAMILIA I;4862;1816;1439;19;983;82;421;94;7;1
2790440; CENTRO DE SAUDE I DR NEWTON FERRAZ DE MARINIS;9722;1815;1925;0;3478;34;959;4;1487;20
2468360; CENTRO MUNICIPAL DE SAUDE NOVO ALEGRE;5580;1815;1800;6;1345;0;572;2;4;36
2172194; PSF ALVORADA;5087;1815;1761;22;1203;34;226;1;15;10
7997426; USF DO ALTO DO ROSARIO I E II;5418;1815;1745;487;837;0;410;10;6;108
2133881; UNIDADE BASICA DE SAUDE SAO NORBERTO;5036;1815;1678;13;1211;0;314;1;4;0
2413248; UNIDADE DE SAUDE DA FAMILIA DE CERQUINHA;5512;1815;1666;9;921;47;764;0;284;6
2151693; PS PANTANO PS MANOEL ANTONIO DE OLIVEIRA;5041;1815;1645;3;310;1;317;5;944;1
2432242; USF POCO COMPRIDO;4412;1815;1640;0;802;0;142;0;1;12
4027566; UNIDADE DE SAUDE DA FAMILIA DA SALGADA;4678;1815;1603;2;802;24;360;0;55;17
2345420; USF 07 JOAO COSMO DE OLIVEIRA;3206;1815;1178;18;137;0;41;0;5;12
2505614; USF DO LIMOEIRO;7069;1814;2417;575;1487;1;648;1;33;93
7091702; UNIDADE ESF PASSO DAS TROPAS;7416;1814;1785;33;2726;0;976;0;22;60
258725; UNIDADE DE SAUDE DA FAMILIA DO JARDIM IMPERIAL;6403;1814;1763;20;1860;23;922;0;0;1
6788165; CENTRO DE REFERENCIA EM ESPECIALIDADES CENTRAL RIB PRETO;2844;1814;964;0;4;0;61;0;0;1
13927; UNIDADE DE SAUDE DA FAMILIA CARATUVA;5938;1813;1693;27;1230;34;1017;2;20;102
2474557; UNIDADE BASICA DE SAUDE DE RIACHO SECO;5366;1813;1659;8;1292;44;480;8;2;60
2463814; UBSF DE JARDIM;4995;1813;1648;40;1061;18;407;1;7;0
2044102; UBS DR TUYOSHI HONMA JARDIM MESQUITA;9750;1813;1359;34;2011;213;4287;0;27;6
6403050; E S F RIACHO DO SANGUE;4639;1813;733;46;728;70;583;146;370;150
2427869; PSF TANCREDO NEVES;5463;1812;1780;39;1265;0;495;31;41;0
7615841; UNIDADE BASICA DE SAUDE JOAO BATISTA ROCHA;5448;1812;1749;52;1265;19;504;0;15;32
2480999; UAPS MONTE NEBO;4125;1812;1661;11;274;0;302;64;0;1
2369206; PSF DE JACARE;5466;1812;1569;60;1253;18;705;1;0;48
4030494; UNIDADE DE SAUDE DA FAMILIA DA VESPERINA;5305;1812;1514;47;805;9;790;0;298;30
3875229; USF USINA;4839;1812;1514;3;1013;1;360;113;21;2
2328534; HOSPITAL CAMILO SALGADO LTDA;2341;1812;528;0;1;0;0;0;0;0
2622866; UNIDADE DE SAUDE DONA CALINA;8713;1811;1717;4;4799;146;39;0;182;15
2356880; UNIDADE SAUDE DA FAMILIAPSF X SAO FRANCISCO;5694;1811;1620;61;1158;22;501;0;521;0
2763508; CENTRO DE SAUDE MOACIR REZENDE;4591;1811;1400;1;973;0;293;2;0;111
2697823; USF JORGE AMADO;4152;1811;1364;2;659;19;216;3;17;61
2746808; UBS RECANTO SUAVE FRANCISCO DE PAULA SILVA;8931;1810;2576;22;2922;121;1460;0;12;8
2193965; UBS GERMANO JOSE DE CARVALHO;3920;1810;1156;0;791;0;83;4;0;76
2251043; POSTO DE SAUDE ITAPUCA;5348;1809;1780;6;1419;7;271;0;6;50
3903494; UNIDADE DE SAUDE DA FAMILIA DO ASSENTAMENTO ALTO BONITO;5425;1809;1765;1;1254;0;593;1;0;2
3665445; PSF CHA DE SAPE;5295;1809;1688;55;1138;25;464;34;6;76
7116128; UNIDADE DE SAUDE DA FAMILIA V;3944;1809;1412;0;445;1;101;5;133;38
2785765; ESF SAGRADA FAMILIA PETRINA;3508;1809;967;0;439;0;55;0;36;202
2699281; ESF CELSO SIQUEIRA FRANCA;7267;1808;2733;3;1892;0;787;9;29;6
7367082; PSF VALDEMIRO FALLET BITTENCOURT;4691;1808;1600;10;888;9;148;182;2;44
2209306; ESF JK;1808;1808;0;0;0;0;0;0;0;0
2530147; UNIDADE DE SAUDE DA FAMILIA DEDISTO FLOR;5402;1807;2017;1;1179;25;332;0;1;40
6463657; UBSF MAMUI;4621;1807;1644;28;890;23;216;1;9;3
2710986; UNIDADE BASICA DE SAUDE PANAMBI E SAO PEDRO;4769;1807;1594;3;832;0;364;0;169;0
6029213; ESTRATEGIA DE SAUDE DA FAMILIA DO ABRAAO;6139;1807;1540;2;783;0;36;0;0;1971
3400964; UNIDADE DE SAUDE DA FAMILIA RURAL VII;2461;1807;653;0;0;0;0;0;0;1
6996191; EQUIPE SAUDE DA FAMILIA TIMBAUBA;7157;1806;2334;89;1661;3;1228;30;5;1
6429351; UNIDADE BASICA DE SAUDE FRANCISCA ALMEIDA DOS SANTOS PSF IV;5827;1806;1565;35;1440;43;892;0;0;46
3651835; UBS RODOVIARIA;6288;1805;1921;17;1381;89;1072;2;1;0
3538567; UBS 04 PACIENCIA 1;7000;1805;1858;0;1864;9;1424;0;36;4
5144868; USF MANOEL MESSIAS DA SILVA SEDE II;6466;1805;1816;37;1773;182;835;2;16;0
2436515; UNIDADE SANITARIA DE ALTO BELA VISTA;5529;1805;1755;11;1309;15;531;1;37;65
2073846; UBS DE VITORIA BRASIL;5213;1805;1695;10;1199;7;452;1;6;38
3627640; USF ALCIDES DE AGUIAR LEITE;5019;1805;1630;32;1052;2;469;3;0;26
5936942; USF DA SEDE;4733;1805;1498;5;1008;8;170;0;236;3
2473615; E S F CANA BRAVA;4606;1805;1447;32;924;37;310;24;27;0
5110084; USF EVANILTON PEREIRA DE JESUS;4386;1805;1289;0;176;0;322;12;765;17
5473659; USF FLORIANO BARBOSA;2927;1805;1118;0;1;3;0;0;0;0
4758; UBS DRA CECY DE ANDRADE;17860;1804;2333;7;5621;0;7928;77;0;90
7818327; UBS ESPLANADA 02 CENTRO MEDICO;5719;1804;1714;0;1306;12;695;0;185;3
2307499; USF GALVAO;5190;1804;1667;40;1005;8;548;92;0;26
7827784; CASA DE SAUDE DA FAMILIA SAO JUDAS;5733;1804;1618;1;1471;79;715;0;0;45
6029027; USF DA PEDRA BRANCA BIRIBEIRA;4382;1804;1495;0;521;0;113;8;310;131
3605795; PSF VILA NOVA;3088;1804;1121;0;2;0;121;0;40;0
2105462; UAPS FLORISVAL DOS SANTOS;4110;1804;1017;29;641;30;381;28;148;32
2791536; PAS FLORINDO DA SILVA GUAIANAS PEDERNEIRAS;5086;1803;1745;1;1230;6;274;0;5;22
5932688; ESF FLORESTINHA;4828;1802;2041;1;840;73;66;0;4;1
5306612; UNIDADE DE SAUDE DA FAMILIA JOELITA O DE MIRANDA;5358;1802;1715;8;1303;4;502;0;4;20
2192993; UBS MARIA DE LOURDES JARDIM DE OLIVEIRA ESF SAO JOAO BATISTA;5322;1802;1692;4;1094;0;371;116;242;1
2654741; UNIDADE DE SAUDE DE ASSUNCAO;5010;1802;1669;1;1160;30;316;2;4;26
2663236; USF JULIO VEGINI;4289;1802;1643;0;652;0;120;0;0;72
924490; UNIDADE MOVEL DE SAUDE FLUVIAL PEDRO RODRIGUES CAVALCANTE;5287;1802;1604;16;1083;268;331;1;0;182
2290650; POSTO MEDICO SANITARIO NOVA OLINDA;4643;1802;1146;1;838;1;841;8;6;0
2069644; SAE DST AIDS JARDIM MITSUTANI;8908;1801;2563;1;1751;137;1385;16;1021;233
2223198; UBS VILA SECA;6278;1801;2229;0;1458;0;627;5;5;153
2182106; UNIDADE DE SAUDE DA FAMILIA PEDRA BRANCA I;10001;1801;1978;640;1261;4;2079;3;2209;26
2321459; USF ROBSON CARNEIRO PEREIRA;5750;1801;1737;66;1370;137;568;4;24;43
3970817; CENTRO DE SAUDE UNIDADE BASICA SAO GERALDO RIO DAS PEDRAS;5354;1801;1633;10;1219;1;494;4;140;52
6139272; UBS DA PONTA DO CALCANHAR;4667;1801;1506;1;909;2;298;102;7;41
3058972; UNIDADE SAUDE DA FAMILIA SANTO ANTONIO;4027;1801;1423;0;677;0;3;0;13;110
7575416; USF JOAQUIM JOSE DE GOES;4429;1801;1390;82;680;1;397;48;2;28
2600269; UNIDADE DE SAUDE VILA NOVA;4445;1801;1357;0;825;5;411;0;0;46
2250918; UNIDADE SANITARIA DE RELVADO;5901;1800;1789;14;1552;17;682;4;3;40
4021088; UNIDADE DE SAUDE DA FAMILIA DE CATOLES;5504;1800;1678;0;1346;0;680;0;0;0
2754398; NIS II MIRADOR;5134;1800;1618;118;312;73;387;0;788;38
2655403; ESF SAO MATEUS;5079;1800;1513;2;1165;1;508;4;0;86
24333; SESAU DISTRITO SANITARIO REGIAO DO ANHANDUIZINHO;5845;1800;1111;2932;2;0;0;0;0;0
2724308; HOSPITAL E MATERNIDADE ESTER CAVALCANTE ASSUNCAO;3133;1800;962;0;319;0;37;14;0;1
7006985; UNIDADE DE SAUDE DA FAMILIA ANGELICA MARIA DE JESUS RAPOSO;5806;1799;2048;25;1385;4;506;1;34;4
6612784; PENITENCIARIA DE FRANCA;6149;1799;1960;0;1771;4;467;0;6;142
2714132; UNIDADE DE SAUDE DA FAMILIA DO JUA;5884;1799;1625;27;1448;52;852;38;38;5
2509741; UNIDADE DE SAUDE DA FAMILIA DE ARAPIRANGA;5184;1799;1568;0;278;0;388;0;1151;0
2405075; ESF BARRA DO OLHO DAGUA;4620;1799;1453;19;859;0;489;1;0;0
2410664; UBS NOVA DESCOBERTA;5070;1799;1360;151;726;250;628;137;16;3
3718999; USF DA LAMA PRETA;4528;1799;1316;44;484;272;599;13;0;1
6670547; UNIDADE DE SAUDE DA FAMILIA HAMILTON RAULINO GONDIN;11932;1798;2415;118;4278;101;2857;39;7;319
2365863; PS BOM ASSUNTO;5896;1798;1967;23;1404;62;636;0;0;6
6625657; PSF BOM JESUS;4613;1798;1686;0;819;17;266;0;4;23
7484259; USF VISTA ALEGRE DO MOJU;4537;1798;1663;97;801;19;158;0;0;1
2703319; PSF DO MONTADO;4439;1798;1556;45;770;7;112;92;52;7
2029324; UBS REGIAO OESTE DE OURINHOS;2650;1798;730;0;122;0;0;0;0;0
4055969; UNIDADE BASICA DE SAUDE SAO ROQUE;5172;1797;1803;1;1056;19;340;0;1;155
3383547; UNIDADE BASICA DE SAUDE DA COMUNIDADE DE JACARE;4923;1797;1718;0;1084;0;216;28;5;75
2379554; PSF BUDAG;4493;1797;1680;0;577;0;235;1;162;41
9011900; USF JOSE SEVERINO DE JESUS;4568;1797;1583;5;27;0;287;0;868;1
2022397; E S F DR OSWALDO DAMIAN DE OLIVEIRA;5994;1797;1433;124;1489;25;958;0;9;159
3698572; UBS EXPEDITO EUDIRCO CHIMBINHA;5079;1797;1419;39;1229;71;355;86;72;11
2614960; CENTRO DE SAUDE AMADEU VIVACQUA;8989;1796;3322;117;536;7;317;8;2873;13
4012593; UBS LAGOA DE SAO JOAO;5394;1796;1876;6;1170;3;455;69;4;15
2523272; PSF EDVARDES FERNANDES LARANJEIRAS;6058;1796;1787;34;1150;0;961;0;300;30
3212165; UNIDADE DE SAUDE DA FAMILIA MODULO II PARQUE MORUMBI;4781;1796;1688;0;669;1;496;1;5;125
2496488; UNIDADE BASICA DE SAUDE SAO JUDAS TADEU;4643;1796;1507;0;874;0;393;0;73;0
2709678; UNIDADE CHICO OSORIO;6221;1796;1406;0;1407;2;1597;7;5;1
7537492; UNIDADE DE SAUDE DA FAMILIA SANTANA PIRACICABA;6101;1795;1796;0;1618;44;839;0;4;5
2382261; CENTRO DE SAUDE DE SAO JOAO DA PARAUNA;5301;1795;1741;23;1186;0;555;1;0;0
2059932; UNIDADE DE SAUDE DA FAMILIA NOEL SILVA SANTOS;7086;1795;1517;65;1730;265;901;4;695;114
2699346; UNIDADE DE SAUDE DA FAMILIA VILA ESPORTIVA EQUIPE 02;3745;1795;1399;0;54;0;78;114;291;14
3325830; USF NOVA ESPERANCA;4163;1794;1176;1;650;0;532;10;0;0
3031101; UNIDADE DE SAUDE DA FAMILIA LARANJEIRAS;5134;1793;1623;19;1246;23;372;25;24;9
6388760; RESERVA INDIGENA JAGUAPIRU II DOURADOS MS;3392;1793;1599;0;0;0;0;0;0;0
9589554; ESTRATEGIA SAUDE DA FAMILIA JARDIM ALVORADA DE DIAMANTINO;4561;1793;1583;60;538;0;115;32;367;73
3001482; CENTRO DE SAUDE DE AMARALINA;4900;1792;1661;2;1069;8;357;0;7;4
2022427; E S F DR JOAO CAMBAUVA;5625;1792;1045;0;1474;22;1278;0;4;10
2233150; ESF SANTA INES SAO LOURENCO DO SUL;4876;1791;1732;0;1124;0;130;0;0;99
2615568; UNIDADE BASICA DE SAUDE PEDRO BARROS DA SILVA;4255;1791;1685;4;97;0;82;4;592;0
5592089; USF ENFERMEIRA MARIELLY BALBINO;5489;1791;1681;34;1389;62;472;25;1;34
6420249; POSTO DE SAUDE SAO RAIMUNDO I;5377;1791;1644;3;1363;8;550;0;8;10
6033121; SMS CMS ANTENOR NASCENTES AP 32;5943;1791;1633;12;1423;0;974;15;4;91
6044670; USF CLARISMUNDO BISPO DE ALCANTARA;3991;1791;1315;7;634;20;197;4;8;15
3987698; UBS MARIO LUCIO DE MEDEIROS;6920;1790;1873;35;1955;56;863;178;158;12
2771764; UNIDADE DE SAUDE DA FAMILIA DE MARAGOJIPINHO;4842;1790;1547;25;992;14;470;0;3;1
7529082; PSF BELA VISTA;3909;1790;1212;16;680;4;201;0;6;0
3909611; USF DE PITUACU;12038;1789;2496;4;2825;0;4887;2;0;35
2253267; UBS BOM JESUS;9370;1789;2235;159;3407;0;1494;67;214;5
3794679; UNIDADE BASICA DE SAUDE DA FAMILIA DO COACU;3492;1789;1191;12;138;40;322;0;0;0
3886344; UNIDADE DE ESF ZE PEQUENO;4145;1788;1783;0;454;0;47;16;21;36
4067185; PREF MUN S BORJA SMSUSF 01;4784;1788;1646;0;979;0;277;16;27;51
5989035; UBS TABATINGA;4893;1788;1563;0;1041;0;105;56;318;22
2183064; UBS CAMPO REDONDO;4464;1788;1490;1;940;0;234;3;2;6
7342748; UNIDADE BASICA DE SAUDE MARIA FREIRE;4019;1788;1326;7;730;0;118;2;48;0
3384314; UNIDADE SAUDE DA FAMILIA PARQUE PETROPOLIS;6490;1788;1004;99;1578;18;1919;35;27;22
2255243; PSF MARGARIDA AURORA;3169;1788;414;0;648;6;309;0;3;1
2620030; US CONS NELI LOEBLEIN;5469;1787;2208;21;1131;10;295;1;10;6
6871100; UNIDADE BASICA DA VILA CAFETEIRA;6785;1787;2173;9;1937;28;842;8;1;0
3528820; UBS 02 SANTA MARIA;7798;1787;2080;62;2105;133;1629;1;0;1
6518656; USF ADELAIDE CARDOSO NIERI PEDREIRA;7107;1787;1930;2;2153;35;1142;8;29;21
7532563; UNIDADE DE SAUDE DA FAMILIA ANHUMAS PIRACICABA;5609;1787;1791;10;1335;47;616;0;11;12
2090619; UNIDADE MISTA DE SAUDE ANTONIA RAMOS PRIANTI;5804;1787;1752;1;1457;3;741;3;23;37
2633329; USF CEL LOURENCO TENORIO;5058;1787;1525;79;1236;2;403;24;1;1
2090511; PSF VILA NOSSA SENHORA DE FATIMA FARTURA;5526;1787;1446;11;1402;15;747;1;6;111
4004493; UNIDADE BASICA DE SAUDE DR HAMILTON CIDADE;6703;1786;2297;24;1612;220;753;1;2;8
2039184; UBS 04 JARDIM DAS ROSAS ITU;10725;1786;2202;18;4254;102;2345;2;14;2
2317559; UNIDADE DE SAUDE DA FAMILIA DE CAFEZAL;5890;1786;1747;1;1375;0;816;0;71;94
5659426; UBS DA FAMILIA III;4375;1786;1586;1;711;0;78;75;80;58
7203373; USF BAMBUI;5808;1786;1561;44;1625;83;708;0;1;0
2414686; UNIDADE PSF ALIPIO RODRIGUES MOTA;4891;1786;1527;10;1093;4;460;3;7;1
7312903; ESF BAIRRO PALMITAL;5142;1786;1525;4;1250;57;514;0;6;0
9060588; ESF LUCIO FERREIRA ROSA;5752;1785;2363;0;1275;0;258;0;4;67
9407383; ESF FATIMA;4199;1785;1693;0;682;0;38;1;0;0
2689944; UNIDADE BASICA DE SAUDE SANTA APOLONIA;4501;1785;1680;0;748;16;148;0;6;118
2163225; POSTO DE SAUDE DE DEPUTADO AUGUSTO CLEMENTINO;5062;1785;1527;0;1352;0;136;120;63;79
3541835; CSF NOVO HORIZONTE LIMEIRA;3667;1785;1309;32;458;42;41;0;0;0
2063050; IX POSTO MUNICIPAL DE SAUDE NOVA MAIRINQUE MAIRINQUE;4846;1784;1827;0;1200;7;5;0;9;14
2135418; UBS PENHA DE FRANCA;5237;1784;1682;0;1238;0;530;0;3;0
2452669; UNIDADE BASICA DE SAUDE DO RAIMUNDO SU;3338;1784;1530;22;0;2;0;0;0;0
2789426; UNIDADE BASICA DE SAUDE LEONARDO ALVES DE SOUZA;7178;1783;1855;79;1783;14;1012;18;632;2
2375575; UNIDADE DE SAUDE DA FAMILIA DE MASSARANDUBA;4874;1783;1667;22;935;12;291;32;123;9
2173220; UNIDADE DE SAUDE DA FAMILIA COMUNIDADE FELIZ;4869;1783;1622;0;1070;0;349;0;9;36
5613078; VILA HOLANDA UAPS JOSE VIEIRA DE LIMA FILHO;5894;1783;1539;17;1627;58;750;0;0;120
2277182; PAM MUNICIPAL DE PEDRAS RUIVAS;4666;1783;1509;0;943;0;429;2;0;0
2077507; HOSPITAL LEFORTE LIBERDADE;3280;1783;1497;0;0;0;0;0;0;0
3065596; UNIDADE BASICA DE SAUDE PARAISO TEREZA CRISTINA;4215;1783;1437;17;769;5;111;1;9;83
2251035; UNIDADE DE SAUDE DA FAMILIA DE DOUTOR RICARDO;5633;1782;1738;13;1366;7;476;25;171;55
2261804; UBS ELMA TORRES SIMOES;4107;1782;1676;0;35;0;189;0;253;172
2427915; POSTO DE SAUDE DA FAMILIA DO OITIZEIRO;3416;1782;1133;0;428;7;64;1;1;0
3824101; UNIDADE BASICA DE SAUDE PITOMBEIRA PSF;5883;1781;2336;36;1182;57;487;1;3;0
6192831; UNIDADE BASICA DE SAUDE AEROPORTO;5103;1781;1835;17;1119;0;167;3;0;181
2443813; UNIDADE BASICA DE SAUDE DR D ARCOVERDE SANTA TERESA;6226;1781;1807;0;1650;0;935;20;26;7
2349493; UNIDADE DA FAMILIA DE SANTA ROSA;5630;1781;1675;13;1458;25;618;47;11;2
2776960; ESF ROSEIRAL;4885;1781;1634;0;1106;0;300;1;2;61
3561194; USF NOSSA SENHORA DO ROSARIO;4765;1781;1588;36;967;4;358;1;10;20
2098997; UBS SAO PEDRO;5845;1780;1869;29;999;115;1047;5;1;0
2123762; UBS CIDADAO SAUDAVEL;6393;1780;1723;36;1733;0;1064;17;0;40
2318989; U E S F KM 11;4269;1780;1649;5;623;18;184;1;1;8
2101416; UNIDADE BASICA DE SAUDE QUINTINOS;5424;1779;1738;0;1374;0;506;5;11;11
2089580; HOSPITAL SANTA PAULA;3511;1779;1732;0;0;0;0;0;0;0
7500610; EQUIPE DE SAUDE DA FAMILIA PRO VIDA III;4922;1779;1692;5;1042;0;395;6;2;1
5975603; ESF CAMPO DE AREIA;4607;1779;1634;4;821;5;354;10;0;0
3651851; UBS VEGEFLORA;4994;1779;1628;15;1044;34;493;0;1;0
6509487; ESF PLANALTO II;4458;1779;1620;8;248;29;749;24;0;1
7027745; POLO BASE DE CHAPECO;4447;1779;1552;30;917;35;134;0;0;0
3905772; USF JOSE RONALDO DE CARVALHO;4805;1778;1673;9;920;1;418;4;2;0
7755007; POSTO DE SAUDE VARZEA GRANDE;5953;1778;1602;59;1118;0;999;2;395;0
2036231; UBS I BAIRRO DOS TORNINOS CESARIO LANGE;5059;1778;1588;0;1140;13;487;1;0;52
3731219; UNIDADE BASICA DE SAUDE LUIZ GONZAGA BITTENCOURT;6722;1778;1575;34;1234;58;862;1;1175;5
2562596; UAPS CIDI CENTRO INTEG DE DESENV INFANTIL;3181;1778;1369;0;34;0;0;0;0;0
2601265; UNIDADE DE SAUDE DA FAMILIA SEDE;4914;1777;1704;2;966;2;418;0;0;45
2473682; ESF IV DE UMARI;4887;1777;1640;9;1045;0;306;23;46;41
5447100; ESF ENCAPOEIRADO APIAI;4771;1777;1495;0;979;35;481;1;1;2
5722977; ESF DOS BRAS;4098;1777;1449;5;690;5;149;5;7;11
18791; UNIDADE DE SAUDE AFONSO PENA;10175;1777;1343;265;2525;0;4131;65;60;9
9503307; UNIDADE BASICA DE SAUDE FLUVIAL VILA DE EGA;4152;1777;1324;121;528;24;138;0;1;239
2026872; CLINICA SALTO SAUDE BELA VISTA;5917;1777;1043;59;1031;162;1818;0;25;2
7247435; UNIDADE DE SAUDE DA FAMILIA RAIMUNDO CELSO LIMA VERDE;5521;1776;2654;1;913;0;120;10;44;3
4030214; PROGRAMA DE SAUDE DA FAMILIA POVOADOS;13646;1776;2286;303;5099;6;3781;393;0;2
9403604; UBS CENTRO SAUDE DA MULHER;5808;1776;1733;3;1381;15;779;0;121;0
2475073; UNIDADE PSF PEDRO PORFIRIO DA SILVA;4825;1776;1588;6;1050;25;234;98;9;39
3464415; USF JOAO PAULO II;4473;1776;1536;0;901;8;233;7;0;12
6955525; POLO BASE DE MANCIO LIMA;4693;1775;1600;30;1042;33;213;0;0;0
9704795; UBS ALTO SAO FRANCISCO FREI GUIDO;6467;1775;1561;8;2520;4;597;2;0;0
2785943; UBS SIMPLICIO FERREIRA DE CARVALHO;2847;1775;712;46;109;6;196;3;0;0
9230246; SESAU USF DR SYRZIL WILSON MAKSOUD SIRIO LIBANES;4208;1774;1759;674;1;0;0;0;0;0
7753977; UBS JOAO ALVES PEREIRA;5844;1774;1710;27;1421;217;406;2;248;39
2606836; UBS I DRA REGINA ANGELA FELICIANO LIMEIRA;4959;1774;1686;11;1048;0;354;4;45;37
