CNES;Estabelecimento de Saúde;1ª Dose
9246096; PENITENCIARIA DE FLORINEA;1585
2063492; USF CARMELINA SILVEIRA CINTRA ATIBAIA;1580
2074753; CMSC JD PAULISTANO DR GENARO GRANATA DE ARARAQUARA;1579
6652859; CENTRO DE DETENCAO PROVISORIA DE CARAGUATATUBA;1579
2063123; USF ANTENOR GARCIA;1576
2081970; HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;1575
2089238; HOSPITAL ALVORADA MOEMA;1573
9010955; USAFA RIO BRANCO;1570
3448878; PENITENCIARIA I DE REGINOPOLIS;1570
6729266; ESF VII BARRA FUNDA;1569
2084414; SANTA CASA DE RIBEIRAO PRETO;1569
3007936; PENITENCIARIA VEREADOR FREDERICO GEOMETTI DE LAVINIA I;1567
2041650; USF III BAIRRO CONCHAL PARIQUERA ACU;1559
2035731; UNIDADE BASICA DE SAUDE DO IBITU;1557
2716925; USF PALMITAL;1555
2078775; SANTA CASA DE ARACATUBA HOSPITAL SAGRADO CORACAO DE JESUS;1555
2786419; UBS VISTA ALEGRE;1555
2091313; HOSPITAL REGIONAL SUL SAO PAULO;1554
2070049; UBS DO PORUBA UBATUBA;1552
2745437; USF JOSEPHINA MORTAGUA PONTELLI SETOR S;1551
2748029; SANTA CASA DE MISERICORDIA DE SAO JOSE DOS CAMPOS;1548
2082594; COMPLEXO HOSPITALAR MUNICIPAL;1548
2078066; INTERMEDICA HPS HOSPITAL PAULO SACRAMENTO;1547
6463959; CLEIDE MARIA BARAGATI CASSINI;1546
2087251; USF BOTUJURU;1545
2076926; HOSPITAL UNIVERSITARIO DA USP SAO PAULO;1545
2082829; HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;1545
9089845; ESF VI VILA SAO JOSE BARRA FUNDA MIRACATU;1538
2053861; E S F JOAO FRANCISCO MARQUES STA LUZIA J BONIFACIO;1537
2074613; USF CAPORANGA SCRPARDO;1536
8015457; PENITENCIARIA DE PACAEMBU;1535
2790114; CENTRO DE SAUDE III DE BALBINOS;1534
6668143; HOSPITAL VITORIA;1531
6041248; UBS 6 DR JORGE RIOS MURARO FLORIANOPOLIS;1529
2029502; UBS DR LUIZ BRISOTTI BRODOWSKI;1529
2746611; UBS III SANTA RITA;1527
7800398; UNIDADE ESF III ESPERANCA;1527
2754800; ESF RURAL;1522
2089327; HOSPITAL PADRE ALBINO CATANDUVA;1521
2792621; NUCLEO DO PSF BAIRRO RIBEIRAO LAGOINHA;1516
3575462; CENTRO DE DETENCAO PROVISORIA II DE PINHEIROS;1516
2746867; PRONTO ATENDIMENTO BENEDITO ZEFERINO DA SILVA;1515
8141; PRONTO SOCORRO DR ANTONIO FLAVIO FRANCA;1515
2024845; UNIDADE BASICA DE SAUDE LUIZ ANTONIO BERNAL;1514
7897421; USF MORRO SANTA MARIA;1514
3681351; USF MINAS NOVA JARDIM DAS FLORES PIRACICABA;1511
2087057; HOSPITAL DOS FORNECEDORES DE CANA DE PIRACICABA;1511
5657857; UBS ANTONIO MODESTO DA SILVA UIRAPURU FERNANDOPOLIS;1511
2041359; UNIDADE DE ESF II COLIBRI ELDORADO;1509
2048795; USF VILA REAL HELENA BERNARDES AZALEIAS;1508
8016364; CENTRO DE DETENCAO PROVISORIO DE BAURU CDP DE BAURU;1502
2745453; USF II DE HERCULANDIA;1500
8028; HOSPITAL MUNICIPAL ANTONIO GIGLIO;1499
7420404; USAFA JARDIM BRASIL GUSTAVO COELHO DE ALMEIDA GUARUJA;1497
6990878; UBS MATO DENTRO;1497
2033100; CENTRO DE ATENCAO PSICOSSOCIAL CAPSI CENTRO DE SAUDE MENTAL;1495
2067307; USF SAO JUDAS TADEU;1493
2041669; USF I VILA SAO JOAO P ACU PARIQUERA ACU;1493
2067277; ESF VITORIA;1492
2824876; PENITENCIARIA JOAO BATISTA DE SANTANA DE RIOLANDIA;1491
6145337; UBS 15 POTIGUARA ITU;1490
2864533; UBS JUNDIAPEBA;1489
2028514; USF JARDIM MUNIQUE;1487
3380890; UNIDADE DE SAUDE DA FAMILIA JARDIM ROSEMEIRE;1486
6430120; BP MIRANTE;1486
7286449; USF JOSE CARDOSO BROCHADO;1485
5931606; USF CIDADE ARACY EQUIPE II;1485
2036061; CONSULTORIO MUNICIPAL DR RUY PEDROSO;1485
2038218; CS DE SANTANA DA PONTE PENSA;1483
7507771; USF EUCALIPTOS;1481
2087065; UMSF PAGADOR ANDRADE;1480
2791722; SANTA CASA DE JAU;1477
5401070; USF JOANNA ZEZILIA DOMINGUES;1477
2088401; UNIDADE BASICA DE SAUDE DE PIQUETE;1476
7462328; UNIDADE DE SAUDE DA FAMILIA DE FLORIDA PAULISTA II;1476
2041405; ESF V MUSACEA PEDRO BARROS MIRACATU;1470
7407742; USF VII BAIRRO ANGATUBA;1469
9977147; UNIDADE BASICA DE SAUDE TRAVESSA BELGICA;1468
8016526; CENTRO DE DETENCAO PROVISORIA I DE GUARULHOS;1468
3007480; PENITENCIARIA COMPACTA DE DRACENA;1468
2067595; CONSULTORIO MUNICIPAL DR MARTINIANO SALGADO;1468
2751097; ESF AJICE E GARDENIA JOAO RODRIGUES MOREIRA RANCHARIA;1467
2041413; ESF III RIBEIRAO BONITO MIRACATU;1466
2089599; HOSPITAL SAO LUIZ JABAQUARA;1465
2041685; UBS 2 DE BANDEIRANTES SUD MENNUCCI;1465
9491112; HOSPITAL REGIONAL DE SOROCABA;1465
2059304; USF JARDIM EMILIA;1461
9774009; CENTRO DE DETENCAO PROVISORIA II DE PACAEMBU;1460
3034399; USF JARDIM SAO CARLOS;1460
2688433; COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA;1458
2079720; HOSPITAL GUILHERME ALVARO SANTOS;1458
7411006; POSTO DE SAUDE MARIA TOMAZELLA CELOTTI;1458
2716453; CONSULTORIO MUNICIPAL CARMEM MARTIN MARIA MORETTIN;1458
2717026; USF VILA NOVA;1456
3448908; PENITENCIARIA II DE REGINOPOLIS;1456
2066092; HOSPITAL GERAL DE PEDREIRA;1456
7056664; USF GLENDA RODELLA DUMAS;1455
2080338; HOSPITAL GERAL DE GUARULHOS PROF DR WALDEMAR DE CARVALHO;1454
2064278; V POSTO MUNICIPAL DE SAUDE JARDIM FLORA MAIRINQUE;1454
2055392; USF PINHEIROS;1453
2785145; PACS POUSO ALEGRE JAGUARI E CAFUNDO;1451
2081857; UNIDADE MISTA DE IGUAPE;1451
3367371; HOSPITAL DA LUZ 113;1450
3654303; ESF VILA DAVID I;1447
686026; PENITENCIARIA DE REGISTRO;1445
9480757; UBS ADEMIR REIS PEREQUE MIRIM II CARAGUATATUBA;1443
2085097; UBS PSF PQUE MAE PRETA DR EDUARDO REIS;1443
5887275; ESF NOVA CERQUEIRA;1442
3056821; UNIDADE DE SAUDE DA FAMILIA CHAPADAO I PIRACICABA;1442
2040387; UBS DR CASSIO MORAES ALVES AMERICO BRASILIENSE;1439
2790130; CENTRO DE SAUDE DE URU;1439
2079607; HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA;1438
2080583; HOSP MUN TIDE SETUBAL;1437
2091933; ESF BAIRRO DOS ALEIXOS TAQUARITUBA;1432
7920784; USF RAMON SABIO MORENO SAO MIGUEL ARCANJO;1432
5159768; UNIDADE DE ESF IV BAIRRO DO ICAPARA;1431
5593751; EAP SAO JOAO;1429
6493602; USF V JARDIM SAO CARLOS;1425
7658389; USF FLORIDA;1421
5289122; PSF NOVA CACAPAVA;1421
2066947; UBS VILA BRASIL;1421
3025276; PROGRAMA SAUDE DA FAMILIA INTEGRACAO AREIOPOLIS;1420
2047187; UBS ANTONIO JOSE DA COSTA JARDIM SAO FRANCISCO AREA 5;1418
3007979; PENITENCIARIA III DE HORTOLANDIA;1417
7042787; UBS DRA KATIA KOHLER;1416
2042150; USF II VILA PERI PERI P ACU PARIQUERA ACU;1415
46728; ESF NATAL MERLI DE SAO JOSE DO RIO PARDO;1414
2039400; UBS SARANDI JARDINOPOLIS;1413
2774755; SAE IST AIDS HERBERT DE SOUZA BETINHO;1411
2043092; ESF DR GILBERTO VICENTE MORA;1410
2069954; UBS DO SERTAO DA QUINA UBATUBA;1409
2077051; PSF RIBEIRAO DA VARZEA ITAPIRAPUA PAULISTA;1407
3051919; ESF JARDIM DAS NACOES;1406
6768849; CLINICA DA MULHER;1401
9837051; USF VEREADOR OSVALDO DE DEUS CORREIA;1400
2082624; HOSP STA CRUZ;1398
2042193; USF CAPINZAL REGISTRO;1396
2096668; UNIDADE DE SAUDE DA FAMILIA OURO FINO PAULISTA;1395
6988938; HOSPITAL VIVALLE;1393
2704900; HOSPITAL UNIVERSITARIO SAO FRANCISCO NA PROV DE DEUS;1393
9735372; HOSPITAL VILA NOVA STAR;1392
2057093; CENTRO DE SAUDE II IPUA CENTRAL ABASTECIMEN REDE DE FRIO;1389
2092689; USF BOM JARDIM ARTUR NOGUEIRA;1389
8672; UBS PARQUE JOAO RAMALHO;1387
2086581; ESF III VILA NOVA;1387
2716992; USF VILA BARROS;1386
7303122; CONSULTORIO MUNICIPAL DR OSWALDO DA CRUZ OLIVEIRA JUNIOR;1386
2715996; USAFA CAICARA;1385
2075725; PENITENCIARIA DE ANDRADINA;1384
3363589; ESF CDHU;1384
6410367; UBS JARDIM GABRIELA;1380
2084376; HOSPITAL PAULISTANO;1380
7015860; ESTRATEGIA DE SAUDE DA FAMILIA ALICE KAMLA;1379
7344724; UBS BELA VISTA;1379
7174713; HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE;1378
2749505; ESF DE MANOEL DE NOBREGA;1378
2056313; ESF CANTIZANI JOAO ALVES MARTINS PIRAJU;1376
2081628; HOSPITAL CARLOS CHAGAS;1374
2688387; ESF AGUA CLARA I;1374
9412891; USF VIDA NOVA MARACA;1372
2077655; ASSOC AACD V CLEMENTINO;1372
6864570; USF ANTONIO MARQUES DE CARVALHO;1371
5420938; HOSP MUN CARMEN PRUDENTE;1371
2773430; UBS JOSE MASSA VILA JAU;1370
8016550; CENTRO DE DETENCAO PROVISORIA DE GUARULHOS II;1368
2038862; USF DR ERNESTO GAION;1367
2046598; UBS SANTA EMILIA;1367
2070375; PSF VILA DOURADOS TARUMA;1365
2097087; UBS SOLIDARIEDADE S J R PRETO I FELICIDADE;1364
111406; UNIDADE BASICA DE SAUDE VI;1364
7521898; CDP DE RIOLANDIA;1364
2093103; USF JARDIM SAO PAULO REGISTRO;1361
2824248; PENITENCIARIA COMPACTA DE PARAGUACU PAULISTA;1356
5860490; HOSPITAL UNIVERSITARIO DE MARILIA;1356
2048191; PROGRAMA SAUDE DA FAMILIA JOAO ELIAS MEZIARA;1355
2027887; USF YPIRANGA;1354
2059223; USF AVENCAS AMADEU AMARAL;1354
9436588; UNIDADE DE PSF V PIERFILIPPO MAGOZZI;1353
2702584; UBS DA MARAFUNDA UBATUBA;1352
2061902; UNIDADE PSF ANA BENTA CAPAO BONITO;1351
9465464; HOSP MUN JOSANIAS CASTANHA BRAGA;1350
2083116; SANTA CASA DE MARILIA;1349
6053858; COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI;1349
2059436; USF JOSE DOCE FILHO;1347
7406207; CDP AMERICANA;1346
2698420; ESF ANTONIO MOLINA CORTEZ;1346
2041820; UNIDADE DE ESF COLONIZACAO JUQUIA;1345
2044803; UNIDADE BASICA DE SAUDE VILA CRISTINA PIRACICABA;1343
2038706; ESF JURUMIRIM FRANCISCO LEITE MENDES GONCALVES PIRAJU;1341
7754787; ESF TIBIRICA II SEBASTIAO FERREIRA DOS REIS PIRAJU;1340
2746735; UBS MORRO GRANDE;1339
9020594; USF NOSSO TETO;1335
513253; CENTRO DE DETENCAO PROVISORIA DE LAVINIA;1332
2078228; HOSPITAL NOVO ATIBAIA;1332
8524; UBS PARANAPIACABA;1332
3195201; USF VILA SAO FRANCISCO REGISTRO;1332
2083442; UBS DR CALIL DAMIAO FILHO PONTAL;1331
2073706; CENTRO DE SAUDE DE CRUZALIA;1330
2052083; POSTO DE SAUDE TAQUARAL ABAIXO CAPAO BONITO;1329
3244121; ESF EMPOSSADOS;1329
3823652; UBS PROF PAULO RICOY DE CAMARGO NOVA CASTILHO;1327
2688093; ESF TORO II;1327
9612599; ESF JOAO BATISTA RODRIGUES JOAO CARLOTA;1325
2055333; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA PLANALTO;1321
2083086; HOSPITAL AMARAL CARVALHO JAU;1320
2746662; UBS BROTINHO;1319
9684948; HOSPITAL SAMARITANO PAULISTA;1319
2057638; UBS CRUZEIRO DO SUL PS DR DANTE ERBOLATO;1317
2773562; UBS ANTONIO AUGUSTO NUNES;1317
9773991; CENTRO DE DETENCAO PROVISORIA I DE PACAEMBU;1317
2049287; UNIDADE DE SAUDE DA FAMILIA CAJURU DO SUL SOROCABA;1317
2057395; USF HORTENCIA DR JOSE NIGRO NETO;1315
2746581; UBS III SANTA RITA II;1313
9132015; UNIDADE DE SAUDE DA FAMILIA JARDIM RODRIGO;1311
7914881; UBS IRACEMA PINTO RICCI NINA B JARDIM BRASIL ESPINHAL SP;1311
2025760; HOSPITAL ANA COSTA;1309
5289106; PSF VERA CRUZ;1307
9429115; USF BELA VISTA DR ARINDAL CARNEIRO CESAR PIRES;1306
7174691; HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE;1305
4049306; USAFA MELVI;1302
2096714; UNIDADE DE SAUDE DA FAMILIA SANTA LUZIA;1300
2079011; HOSP LEITO E PRONTO ATENDIMENTO AURELINO ALVES DOS SANTOS;1300
2064464; USAFA VILA AUREA GUARUJA;1299
2070669; UNIDADE DE SAUDE DA FAMILIA VITORIA REGIA SOROCABA;1298
2059258; ESF ELDORADO THEREZINHA MARIA DOS SANTOS CASTILHO PIRAJU;1295
262323; USF CAIMA BOTUCATU;1295
8015449; CPP DE PACAEMBU;1295
9171576; USF PADRE NOBREGA II;1293
2060132; UNIDADE BASICA DE SAUDE DUTRA;1293
7804768; UNIDADE DE ESF IV CEREJEIRA ELDORADO;1290
2092131; CS II DE IGARAPAVA;1289
3212130; HOSP MUN VER JOSE STOROPOLLI;1287
3625087; HOSPITAL SAO PAULO;1286
2749319; HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE;1285
2051125; ESF FLORESTA DO SUL FILOMENA CANDIDA DE OLIVEIRA;1285
2746425; UBS SAGRADO CORACAO;1283
2823934; PENITENCIARIA VALENTIM ALVES DA SILVA ALVARO DE CARVALHO;1281
2044366; UNIDADE DE SAUDE DA FAMILIA KYUSSUKE SASSAKI;1281
5370434; UNIDADE DE SAUDE DA FAMILIA ROSEMARY GUEDES FREIRES;1280
2065819; UBS JARDIM MONTE ALEGRE DE PAULINIA;1279
5905206; PROGRAMA SAUDE DA FAMILIA JOAQUIM AGUIAR;1278
2087278; UBS SAO JOSE I;1277
2026430; UNIDADE BASICA DE SAUDE III;1277
2078104; HOSPITAL GERAL DE ITAPEVI;1276
2747588; PSF JARDIM CRUZADO IBATE;1276
2059185; ESF ACACIO DELLA TORRE;1274
9180; UBS BONSUCESSO;1274
2044358; USF DR DECIO NOBRE MOREIRA;1274
8015872; PENITENCIARIA II DE AVARE;1273
2052598; ESF TIBIRICA ROSANGELA VIEIRA LOPES PIRAJU;1269
3056880; UNIDADE DE SAUDE DA FAMILIA ITAPUA II PIRACICABA;1269
7338155; UNIDADE BASICA DE SAUDE CENTRO ALTO;1268
4047230; PENITENCIARIA DE ASSIS;1268
3311023; UBS 14 SANTO CAMPOS ITU;1263
6217788; CENTRO DE DETENCAO PROVISORIA III DE PINHEIROS;1257
7428324; USF SANTA MARIA DO AMPARO;1254
2028522; USF PRESIDENTE COLLOR;1254
7527934; UNIDADE DE SAUDE DA FAMILIA MONTE LIBANO I PIRACICABA;1254
3047822; HOSPITAL SAO BERNARDO S A;1253
3495957; UBS COOPERLOTES;1252
4049322; USAFA RIBEIROPOLIS;1249
2052830; ESF DE NOVA ITAPIREMA NOVA ALIANCA;1249
5824990; SMS SECRETARIA DE SAUDE DE MOGI DAS CRUZES;1245
2088576; HOSPITAL DE TRANSP DO EST DE SP EURYCLIDES DE JESUS ZERBINI;1244
2046830; UBS II MAJOR PRADO SANTO ANTONIO DO ARACANGUA;1243
3021661; USAFA TUPIRY II;1238
7724489; CENTRO DE DETENCAO PROVISORIA DE CERQUEIRA CESAR;1236
43486; UNIDADE DE SAUDE DA FAMILIA BAIRRO BARREIRO;1236
2078767; HOSPITAL PITANGUEIRAS;1234
2080532; SANTA CASA HOSP DR ARISTOTELES OLIVEIRA MARTINS PRES PRUDENT;1226
2792362; E S F TINO NEVES;1226
7905025; USF JARDIM INDAIA;1226
7528310; UNIDADE DE SAUDE DA FAMILIA PARQUE ORLANDA PIRACICABA;1226
2039834; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA PIRATININGA;1224
7528620; UNIDADE DE SAUDE DA FAMILIA VILA FATIMA PIRACICABA;1223
8923; CENTRO HOSPITALAR DE SANTO ANDRE DR NEWTON DA COSTA BRANDAO;1222
2080079; HOSPITAL DR OSIRIS FLORINDO COELHO;1222
5691109; UNIDADE DE SAUDE DA FAMILIA CENTRO;1220
2095890; ESF V JD SAO JOSE CELIA RONDINELLI POGGIO;1219
7645708; UBS DR NAGIB BARQUETE;1219
2035480; USF DR ALDO DE OLIVEIRA LINO;1217
2745887; UBS CAPELINHA CENTRO DE IMUNIZACAO;1217
3002632; CENTRO DE DETENCAO PROVISORIA I DE PINHEIROS;1216
2082845; SANTA CASA DE OLIMPIA;1214
3828107; PRONTO SOCORRO DR OSMAR MESQUITA;1214
9913831; CENTRO DE DETENCAO PENITENCIARIA DE PAULO DE FARIA;1213
6251013; UNIDADE SAUDE DA FAMILIA SANTA ROSA II PIRACICABA;1213
2060213; ESF ROCINHA;1212
4049543; UBS III PREF JOSE RAYMUNDO LOBO MONTE NEGRO;1208
2087510; UNIDADE BASICA DE SAUDE JARDIM CLARICE;1207
2091585; HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;1207
6977618; USF JARDIM TERUEL;1207
4050533; ESF MACACOS;1205
2701324; UNIDADE BASICA DE SAUDE APARECIDA;1204
2033186; UBS PSF DR GILSON GIOVANNI;1200
2036088; CONSULTORIO MUNICIPAL JOAQUIM BELARMINO VIEIRA;1195
2090635; ESF I DORIS LANZONI;1194
5101654; HOSPITAL SINO BRASILEIRO;1192
6465218; SMS DE PIEDADE;1190
2041693; UNIDADE BASICA DE SAUDE II ANTONIO ALBERTO MACUCO JANINI;1190
2773449; UBS MARIA EDUARDA RIBEIRO DOMINGUES VILA SANTA HELENA;1189
2092859; CENTRO DE SAUDE DE STA TEREZINHA;1188
9244425; UBS FORMIGAS DE TAQUARIVAI;1186
2077426; HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAUL;1186
2717018; USF VILA HIPICA;1183
2716763; UBS SANTA TEREZA;1182
2078082; HOSPITAL E MATERNIDADE METROPOLITANO;1179
6829821; EAP SANTA RITA;1176
2043742; USF ANIZ BADRA;1175
3339319; ESF CACHOEIRA;1175
2790556; HOSPITAL DE BASE DE BAURU;1175
2022745; E S F DR MOACYR CALDEIRA;1175
3080528; ESF WALDOMIRO JORGE RAMOS;1169
2093367; ESF DR SHIGUERO KITAYAMA JALES;1169
2027585; UNIDADE BASICA DE SAUDE II IUBATINGA;1168
2751763; ESF DR CUSTODIO RIBEIRO DE CARVALHO;1167
2077620; HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;1166
7003587; CENTRO DE DETENCAO PROVISORIA DE PONTAL;1165
9888683; UNIDADE MOVEL ODONTOMOVEL 04 ITAPETININGA;1165
2081458; SANTA CASA DE LIMEIRA;1165
6322646; USF JD SAO JOSE;1164
6625649; HOSPITAL UNIMED GUARULHOS UNIDADE I;1163
5655730; PSF VILA DOS PASSAROS TARUMA;1162
2097729; UBS BOM RETIRO;1160
3681300; UNIDADE DE SAUDE DA FAMILIA PAINEIRAS PIRACICABA;1159
2054388; USF PENTEADO;1157
7794444; USF DO VILAREJO IRMAOS BRUNO E PHELIPE ZACCHI SPINA;1156
7951094; USAFA ANTARTICA;1155
2045095; UNIDADE DE SAUDE DA FAMILIA LARANJEIRA;1155
6754589; UBS FARMACEUTICO ANTONIO SARAIVA JARDIM IPORA;1154
2082527; SANTA CASA DE ARARAQUARA;1153
9598405; USF ZIGOMAR;1148
2044080; UBS MARINHEIRO MARCILIO DIAS IPERO;1147
2079828; HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA;1146
8016429; PENITENCIARIA DR DANILO PINHEIRO SOROCABA;1146
3928721; GRUPO DE PROCESSAMENTO SUS CGOF;1146
2035685; UNIDADE DE SAUDE DA FAMILIA CAMPESTRE PIRACICABA;1143
2039575; USF CAPAO ALTO;1141
2022621; MATERNIDADE DE CAMPINAS;1140
2032511; UBS DR WILSON LUIZ ZERBINATTI JARDIM AEROPORTO;1138
29661; UNIDADE BASICA DE SAUDE MARGARIDA BRIGATE DOS SANTOS;1138
9628681; ESF BUENOS AIRES UMBERTO CELESTE;1137
6825540; UBS SESMARIA UBATUBA;1136
2064316; CENTRO DE SAUDE MARCIA MENDES SOROCABA;1135
3051293; PSF CENTRO VALENTIM BORDIGNON CONCHAL SP;1134
2057492; PAMO CIDADE JARDIM;1130
3001407; CENTRO DE DETENCAO PROVISORIA DA CAPITAL CHACARA BELEM I;1130
2754843; HOSPITAL SANTO AMARO;1122
2038889; UNIDADE BASICA DE SAUDE II DE TARABAI;1121
3204405; UBS JARDIM SAO LUIZ;1121
2792176; HOSPITAL GERAL DE ITAPECERICA DA SERRA;1119
6857965; ESF SANTO ANTONIO;1119
2080354; HOSPITAL SANTO ANTONIO SANTOS;1117
2051427; USF SAPATEIRO;1115
7822472; USF PARQUE RECREIO;1114
6825516; UBS ESTUFA I UBATUBA;1113
2048930; EAP APARECIDA DE BARROS;1112
130591; SAE SERVICO DE ATENCAO ESPECIALIZADA;1112
9491252; DR RUBENS SAVASTANO HOSPITAL REGIONAL DE SAO JOSE DOS CAMPOS;1111
9816054; CENTRO DE DETENCAO PROVISORIA DE NOVA INDEPENDENCIA;1110
2044714; ESF SR ANTONIO CARLOS MASSARO MOCOCA;1110
3057070; UNIDADE DE SAUDE DA FAMILIA B DO LENHEIRO I PIRACICABA;1109
2077086; PSF VILA MATARAZZO;1107
7521588; ESTRATEGIA SAUDE DA FAMILIA CENTRAL;1106
2096676; UNIDADE DE SAUDE DA FAMILIA PARQUE ALIANCA;1102
8016534; PRESIDIO ADRIANO MARREY;1100
2077639; HOSP MUN PROF DR WALDOMIRO DE PAULA;1099
2055821; UBS PSF DA ASSISTENCIA;1098
2690861; CENTRO DE SAUDE JARDIM SIMUS SOROCABA;1097
3681289; UNIDADE DE SAUDE DA FAMILIA IAA PIRACICABA;1097
2077493; HOSPITAL GERAL DE SAO MATEUS SAO PAULO;1096
2050463; USF JORGE CALIL JD PAVIOTTI;1096
2066572; HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I SP;1096
7257252; CENTRO DE DETENCAO PROVISORIA DE CAPELA DO ALTO;1088
5590450; HOSPITAL VILLA LOBOS;1086
6322581; UBS EDVALDO LUPETTIS KEMEL;1083
2032449; CENTRO DE DOENCAS INFECTO CONTAGIOSAS CEDIC DE PIRACICABA;1081
3027600; HOSPITAL SAO CAMILO IPIRANGA;1081
3056864; UNIDADE DE SAUDE DA FAMILIA ITAPUA I PIRACICABA;1081
2087588; UNIDADE ESTRATEGIA DE SAUDE DA FAMILIA DO GREEN VALLEY;1080
7259182; ESF ANTONIO BENEDETTI;1076
3057003; UNIDADE DE SAUDE DA FAMILIA MARIO DEDINI II PIRACICABA;1076
2091755; HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;1075
2747480; POSTO DE SAUDE AMABILE ALVES RIBEIRAO BONITO;1072
3008398; CASA DE SAUDE SANTOS;1072
2051990; CENTRO DE SAUDE VILA SANTANA SOROCABA;1072
2072599; UNIDADE DE ESF II RIO VERMELHO BARRA DO TURVO;1072
2092891; UNIDADE DE SAUDE DA FAMILIA JOSE DE CASTRO;1069
2031965; UBS COSTA NORTE ILHABELA;1067
2082349; HOSPITAL DE CLINICAS DR RADAMES NARDINI;1066
2792141; HOSPITAL REGIONAL DE COTIA;1065
7961553; EQUIPE 38 USF ITAMARATI;1063
6283993; HOSPITAL LEFORTE;1062
2041561; ESF DE TRES BARRAS;1061
5370019; USF MORRO DA PENHA;1061
2080400; HOSPITAL IMACULADA CONCEICAO RIBEIRAO PRETO;1060
3089614; USF MARIA LUIZA;1060
6998704; COMPLEXO HOSPITALAR DOS ESTIVADORES;1059
3054063; UBS CRUZADO SYLVIA AUGUSTA DOS SANTOS;1058
2031426; USF DR JURANDIR UBIRAJARA GUIMARAES;1058
2036487; USF JOAO BIANCO CAVALHEIRO SALEM TABOAOZINHO;1057
2092190; PSF JD ITAPEMA DE GUARA;1057
2078732; HOSPITAL SAMARITANO DE SOROCABA;1055
6811221; CENTRO DE TESTAGEM E ACONSELHAMENTO;1055
2688417; ESF MADRE PAULINA JD FRATERNIDADE;1054
6250998; UNIDADE SAUDE DA FAMILIA SANTA ROSA I PIRACICABA;1049
9214046; UBS DR SATORU OKIDA JD ATLANTICO;1049
2042797; ESTRATEGIA DE SAUDE DA FAMILIA DE ENEIDA AMELIOPOLIS;1048
6793835; UBS DR MARIO ROBERTO DE LIMA MARINHO ANDRADINA;1047
2081016; HOSPITAL SAO FRANCISCO;1047
2069830; UBS PEDRINHAS DE TAQUARIVAI;1047
6467695; USF CAMPO BELO;1045
2716917; USF MARAJO;1043
9567658; UNIDADE BASICA DE SAUDE PREFEITO ANTONIO ALONSO JUQUIA;1042
2043874; UBS RAIMUNDA SOUZA MARTINEZ SAO VICENTE;1040
105058; COVID 19 CENTRO DE COMBATE AO CORONAVIRUS CCC JANDIRA;1039
2746603; UBS VILA HELENA;1039
2077973; HOSPITAL SAO LUCAS RIBEIRAO PRETO;1039
7374739; ESF DOMINGOS DE SYLLOS ZONA RURAL SJRIOPARDO;1038
5724120; ESF DR PAULO JARBAS DA SILVA;1037
2084473; HOSP MUN DR IGNACIO PROENCA DE GOUVEA;1034
2096226; USF MARIA APARECIDA MISSE;1032
6082467; UBS JARDIM NOSSA SENHORA DE FATIMA;1030
2077450; HOSP MUN PIRITUBA JOSE SOARES HUNGRIA;1030
2041871; UNIDADE DE ESF CEDRO JUQUIA;1027
2090961; HOSPITAL CARLOS FERNANDO MALZONI MATAO;1026
2716976; USF SANTA PAULA;1024
2076284; UNIDADE DE SAUDE DA FAMILIA DR JOSE PAULO MARUM;1024
2084163; HOSPITAL ESTADUAL DE DIADEMA HOSPITAL SERRARIA;1023
6230318; CASA BRANCA;1020
7472056; USF LAURENTINO PESSUTO FREI CHICO;1015
2079410; COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS;1015
2078287; CENTRO DE REFERENCIA DA SAUDE DA MULHER SAO PAULO;1014
8613; UBS VILA PALMARES;1014
2042207; USF AGROCHA REGISTRO;1012
2058987; UNIDADE DE SAUDE DA FAMILIA VEREADOR GIANFRANCO NUTI MOLINA;1012
2747642; ESTRATEGIA SAUDE DA FAMILIA;1010
2035774; USF ROSALIA;1009
2092611; SANTA CASA DE BARRETOS;1008
4049373; USAFA MIRIM II;1007
3089622; USF JARDIM PINHEIROS;1007
2048450; UNIDADE PROGRAMA SAUDE DA FAMILIA VILA PARQUE DOS SONHOS;1006
9950621; USAFA PRINCESA;1002
5457548; UBS LAJOTA;1001
6347789; ESF HIPICA JAGUARI;1000
2059487; UNIDADE DE SAUDE DA FAMILIA LOPES DE OLIVEIRA SOROCABA;998
