CNES;Estabelecimento de Saúde;Total de doses Aplicadas Bivalentes
2096161; USF VEREADOR JOAQUIM ALVES DE CASTRO;860
3092402; USF IEDDA;859
411191; CENTRO DE SAUDE JARDIM BASSOLI;859
3697940; IV UNIDADE DE SAUDE DA FAMILIA VILA BARRETO ALTO MAIRINQUE;858
9594825; ESF VILA MARIA CAPAO BONITO;857
2037793; UBS 10 DR ALBERT SABIN ITU;857
2791773; CENTRO DE REFERENCIA EM MOLESTIAS INFECCIOSAS CRMI BAURU;855
2063832; UBS 07 ORIVALDO MARTINS RAMIRES BIBE SAO VICENTE BIRIGUI;855
2078376; HOSPITAL VERA CRUZ;855
3264114; USF DRA JACQUELINE CARDOZO VIEIRA JARDIM FOGACA;854
7471742; UMSF PARQUE IMPERIAL;854
7462662; UNIDADE DE SAUDE DA FAMILIA VILLAGGIO EMILIA;854
2080338; HOSPITAL GERAL DE GUARULHOS PROF DR WALDEMAR DE CARVALHO;853
2085631; UBS JD SAO JORGE;853
5351448; UNIDADE BASICA DE SAUDE CRISPIM PINDAMONHANGABA;853
6912214; UBS DR JOSE OSMAR MEIRELLES DOS SANTOS;853
2748355; UBS DR JOSE TADEU MOURAO;850
2028875; USF AGUA VERMELHA;850
2054914; USF 1 ANTONIO OIR DO PRADO;847
2064618; UBS DR JAIR RODRIGUES ALVES JARDIM CRISTINA BTU;846
7521588; ESTRATEGIA SAUDE DA FAMILIA CENTRAL;846
2051958; UBS DE UBARANA;845
5119766; UNIDADE DE SAUDE DA FAMILIA ANTONIO MANOEL DA SILVA;844
2041510; UNIDADE DE PSF II NORTE MEU RECANTO ILHA COMPRIDA;844
5680484; UBS BENEDITA MARIA DE CAMARGO;843
2704870; UNIDADE BASICA DE SAUDE TRAVIU;841
2096684; UNIDADE DE SAUDE DA FAMILIA VILA SUELI;841
2097842; UBS JUREMA;841
2040522; USF JARDIM DAS AVES MOREIRINHA;840
2055902; UBS PSF CELIA AP CECCATO DA SILVA;840
4049535; UBS II DR FRANCISCO PEDREIRA RIBEIRO;840
2088150; UBS DR VANDERLEI SILVA BUENO MOGI MIRIM;839
3211789; USF ARLINDA MARIA DE JESUS;839
2065177; ESF DR FRANCISCO FIGUEIREDO FILHO;838
2702584; UBS DA MARAFUNDA UBATUBA;838
2062488; USF DARCY RIPA;837
7672845; UNIDADE DE SAUDE DA FAMILIA OLINDA FORONI;836
2070014; UBS DO PEREQUE MIRIM UBATUBA;836
2043866; UBS DR AUGUSTO SIMPLICIANO BARBOSA PLANALTO;835
9113363; EQUIPE 41 USF JD SAO RAFAEL;834
6957323; CONSULTORIO MUNICIPAL DR JOEL PEREIRA DOS SANTOS;834
2059797; PAMO QUIRIRIM;832
2072998; USAFA SANTA CRUZ DOS NAVEGANTES GUARUJA;831
2052792; CS DE POPULINA;831
2097109; UBS CIDADANIA;830
8000263; UBS VILA SAO JOSE BENEDITA GERTRUDES DOS SANTOS DONA DITA;829
3309924; UBS SELMA GUARACIABA DAS NEVES COSTA ESF FERNAO DIAS;828
2750147; UNIDADE DE SAUDE DA FAMILIA BENEDICTO ALVES BARBOSA;828
2094150; ESF CENTRAL DR EDSON DUTRA BARROSO;827
3311023; UBS 14 SANTO CAMPOS ITU;827
2792605; CENTRO DE SAUDE III DE REDENCAO DA SERRA;827
2791382; PAS VILA CORREA BARRA BONITA;826
2745747; CS III;825
2791420; UBS VILA NOVA;825
2087324; UNIDADE HOSPITALAR DE PERUIBE;825
6317677; USF RIBEIROPOLIS REGISTRO;824
2023288; PSF 06 07 SAN FRANCISCO CLELIO ANTONIO RELA;823
7091664; ESF II JABORANDI OMAR PINTO NETO;823
2042215; UBS MAURITY I A OLIVEIRA VILA NOVA REGISTRO;823
6864570; USF ANTONIO MARQUES DE CARVALHO;822
2749319; HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE;821
6517242; ESF VILA BIANCHI;818
2080028; HOSPITAL MUNICIPAL DE DIADEMA HMD;818
6316395; UBS ORLANDO FERREIRA;818
2035464; UBS 03 DR ODILON DA SILVA NUNES ISABEL MARIN BIRIGUI;817
2791374; UBS SAO BENEDITO;816
3654192; CENTRO DE DETENCAO PROVISORIA DE ITAPECERICA DA SERRA;815
2031213; CENTRO DE SAUDE DE PLATINA;815
2766280; UNIDADE MISTA DE AVANHANDAVA;814
5888859; UNIDADE DE SAUDE DA FAMILIA AMBUITA;813
2705141; UNIDADE BASICA DE SAUDE RIO ACIMA;813
3881156; ESF MARIA MAGDALENA TALIBERTI CUNALI MOCOCA;812
2030802; USF DRA SONIA OLIVEIRA MARTINS PEDREIRA;812
2056976; UBS JARDIM SAO PEDRO DR RUY DUTRA BARROSO;812
2078104; HOSPITAL GERAL DE ITAPEVI;810
2087316; USAFA JARDIM VENEZA;808
2793377; UNIDADE DE SAUDE DA FAMILIA CARMO SAO ROQUE;807
5831504; SECRETARIA MUNICIPAL DE SAUDE DE CORDEIROPOLIS;806
9448152; UBS 16 SAO CAMILO;806
7259182; ESF ANTONIO BENEDETTI;804
5522331; UBS DIONISIO PEREIRA MARQUES SANTA BARBARA FERNANDOPOLIS;802
6700608; POSTO DE SAUDE FLOR DO VALE E S F 6;801
7111878; PSF CAMPO BELO;800
2029715; USF DR SAMUEL MARTINS FIGUEIRA SCRPARDO;800
2749343; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA NOVO HORIZONTE;800
6699863; POSTO DE SAUDE JARDIM MARACAIBO E S F 2;800
2075830; USF VISTA VERDE BOA ESPERANCA DO SUL;799
7526768; UNIDADE DE SAUDE DA FAMILIA JARDIM PRIMAVERA PIRACICABA;799
3225313; UBS GABRIEL MESSAS MARCHI;799
2072289; CS II NOSSA SENHORA DO REMEDIO;798
2093626; UNIDADE DE SAUDE DA FAMILIA 02 PORANGABA;796
3339289; ESF VILA GUILHERME;796
2748029; SANTA CASA DE MISERICORDIA DE SAO JOSE DOS CAMPOS;796
2044234; UBS MARIA IZABEL;794
2022745; E S F DR MOACYR CALDEIRA;791
3363554; ESF SAO JOAO;791
2786044; UBSF BELA VISTA;791
2773546; USF MARIA JOSE LIMA SOUZA;791
9200606; CMRF VIGILANCIA EPIDEMIOLOGICA SUZANO;788
3003329; USF JARDIM AEROPORTO BOTUCATU;786
2046067; USF 2 CYNIRA BERTOZZO SABBAG DUARTINA;786
2062348; UNIDADE BASICA DE SAUDE JARDIM GUASSU SAO VICENTE;786
5031060; ESF SAO LOURENCO;785
9686363; UBS CACILDA FOGACA DE ALMEIDA;785
6756840; USF NOVE DE JULHO;785
7102763; USF RESIDENCIAL CADIOLI MATAO;784
6434053; E S F GLEBA II;784
2791404; UBS VILA REAL;783
2747499; PSF ANITA BOVE RIBEIRAO BONITO;783
2747502; CENTRO DE SAUDE III;783
2765845; USF VARADOURO;783
9597174; USF BOICUCANGA I;782
2747472; UBS JACY TUCCI ITAPOLIS;780
2061260; ESF TREZE DE MAIO ANGELINA GAUDENSI SILVA PIRAJU;780
3347192; PSF DR ANTENOR JOSE BERNARDES SAO JOAO DA BOA VISTA;780
2041693; UNIDADE BASICA DE SAUDE II ANTONIO ALBERTO MACUCO JANINI;780
2745763; ESF CENTRO;779
3853357; PSF III DR JOSE EGIDIO DE ALVARENGA AGUAS DE LINDOIA;778
2747014; PAS CAIC SANTA RITA DO PASSA QUATRO;778
2785323; ESF DALCY DE CAMPOS TOLEDO;777
2784599; UNIDADE BASICA DE SAUDE FRANCOLINO GALVAO DE SOUZA;776
3007480; PENITENCIARIA COMPACTA DE DRACENA;775
3005186; PENITENCIARIA DE PRESIDENTE BERNARDES;775
2029502; UBS DR LUIZ BRISOTTI BRODOWSKI;774
2755009; ESF DR JOAO PACCOLA PRIMO;774
2065304; CMSC JARDIM IGUATEMI DR KIMIKO YUTA;772
34991; UBS JARDIM MIMAS;772
2046814; UBS III NOVA LUZITANIA;772
2790661; HOSPITAL UNIMED DE BAURU;771
2747626; PSF JARDIM NOSSO TETO IBATE;771
2748363; CENTRO DE ESPECIALIDADES MEDICAS IRMA LEOPOLDINA;771
2792141; HOSPITAL REGIONAL DE COTIA;769
5453704; UBS JULIO FUJIKAWA ESF CANTAREIRA;769
6535844; ESF JOSE ANTONIO S PEREIRA MOGI MIRIM;769
2033844; POSTO DE SAUDE DA FAMILIA AUGUSTO CORACA;767
6117368; USF SANTO ANTONIO PSF;765
6304753; USF CAMPO DALL ORTO;765
5654548; ESF DR NEWTON CUCOLICCHIO;765
9610898; PENITENCIARIA FEMININA DE VOTORANTIM;765
2054000; ESF JOSE CARLOS BUENO DE CAMARGO ANGATUBA;764
2062410; USF BAIRRO DO DESPEZIO;764
2035170; USF JK;763
2785595; UNIDADE DE SAUDE DA FAMILIA DR AMELIO TANGANELLI;762
3342190; USF JARDIM LAYR;762
2069806; UBS CAIC OURINHOS;762
3193586; ESF PLANEJADA I;761
2095815; UNIDADE DE SAUDE DA FAMILIA PARQUE CENTENARIO;761
5289165; PSF CACAPAVA VELHA;759
9982280; USF CAMBURI II;759
2036029; USF LETICIA RAVAZZI AMADO;758
2087898; CENTRAL DE REDE DE FRIO DE ITANHAEM;758
6165745; PENITENCIARIA LUIS APARECIDO FERNANDES II DE LAVINIA;758
2052067; UNIDADE INTEGRADA DE SAUDE RIBEIRA;758
2058383; UBS I EMILIO BARATTO;757
2065703; POSTO DE SAUDE 02 DE SANTA BRANCA;757
6933335; USF SANTA LUCIA I;755
7822774; UBS MARIA INEZ MELICIO;755
2060299; UBS MARIA CORBETA SEGATTO;755
3363589; ESF CDHU;754
2023695; PSF 01 ABRAMO DELFORNO ALAIDE MARIA DA SILVA;754
7297688; USF TANGARA PASTOR AGENOR MIRANDA DE CAMPOS;754
2794012; PSF 04 11 NACOES JULIO ROMANIN;753
6650945; USF PIATA;753
2092794; CS DE CAMPOS NOVOS PTA;751
2028115; USF DO CENTRO HEMORGENES DE GODOY;750
7484186; ESF ROBERTA GATTI DA SILVA ESTEVES;750
2824833; E S F DR FRANCISCO FELIX DE MENDONCA SAUDADE J B;750
2025507; HOSPITAL DAS CLINICAS HCFAMEMA;750
2056801; UBS II DE TACIBA;749
2033305; NUCLEO DO PROG DE SAUDE DA FAMILIA ESPLANADA SANTA TEREZINHA;749
3077683; USF JD DAS PALMEIRAS;748
2765829; USF PONTAL DA CRUZ;748
2032414; UBS DR JOSE ROBERTO TURRINI TURRINI;747
2792176; HOSPITAL GERAL DE ITAPECERICA DA SERRA;747
2079607; HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA;747
2033836; UNIDADE BASICA DE SAUDE FARMACEUTICO RAUL COSTA CAMARA;747
2036045; CS DE MACAUBAL;746
2043939; UNIDADE DE SAUDE DA FAMILIA DO TUPI PIRACICABA;746
3824802; SAO LUIZ UNIDADE MORUMBI;746
2031655; UBS ITAQUANDUBA ILHABELA;745
2688409; ESF CIDADE JARDIM;744
9958746; UBS PEDREGULHO;744
2065428; UBS II DE ITAPURA;744
3342204; USF JARDIM MARGARIDA;744
2062712; USF DONA MARIA HERREIRA LOPES PEDREIRA;744
6115411; UBS BAIRRO DOS PIRES ANTONIO FERNANDO LAZZARI FORNARI;741
3125882; UBS ENF ROSA GENOVEVA DOS REIS;740
4048873; ESF JOAO THIAGO DE CAMARGO MONTE ALTO;740
6141722; UBS CELESTINO DE CARVALHO;740
6515878; PSF ALVORADA I WANDERLEY SPADACCINI;739
2091933; ESF BAIRRO DOS ALEIXOS TAQUARITUBA;738
2048736; UNIDADE BASICA DE SAUDE DR APOLONIO MORAES E SOUZA;737
3025489; USF 3 SEBASTIAO FRANCHIN DUARTINA;737
3700623; UNIDADE DE SAUDE DA FAMILIA JARDIM CORONEL;737
2789590; HOSPITAL E MATERNIDADE BRASIL;736
6427464; SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DOS CAMPOS;736
2091038; UBS JARDIM SAO JOSE MATAO;735
6518664; USF MIRIAN LEONARDI RACHED PEDREIRA;735
2785439; ESF JARDIM PRIMAVERA;734
3353516; ESF ESTACAO 1 LUIZ GAMBI;734
7307713; UNIDADE ESF BAIRRO DO CRUZEIRO ITARARE SP;733
7507224; USF HERMINIO BUENO;733
2077280; CENTRO DE SAUDE DE RIBEIRAO DO SUL REMEDIOS BERTOLLI;732
7202954; ESF MORADA DO SOL;730
3002632; CENTRO DE DETENCAO PROVISORIA I DE PINHEIROS;730
9111808; ESF JOAO DOMINGOS NETTO MANOEL MARQUES DE MENDONCA;729
2056119; CS II DE RINOPOLIS;729
2090392; UNIDADE DE SAUDE DA FAMILIA II COLOMBIA;728
9491112; HOSPITAL REGIONAL DE SOROCABA;728
7798806; UNIDADE BASICA DE SAUDE DE AGUAS DE SAO PEDRO;727
2790602; HOSPITAL ESTADUAL BAURU;727
2053993; I UNIDADE DE SAUDE DA FAMILIA JARDIM VITORIA BAIXO MAIRINQ;727
6993850; UBS CIRENE FRANCISCA DE SISTO;726
4046889; ESF ITAGUACU;725
2027208; UNIDADE DE SAUDE VILA ISABEL;725
2772310; SANTA CASA DE PIRACICABA;725
5127181; USF JARDIM SILVESTRE;724
2790475; CS III MARTINIANO CRUZ DE GUAICARA;724
5166594; ESF VILA EMA E ESF VILA NOVA SAO VICENTE S VICENTE;724
7774702; PSF 20 COLINA II ENOQUE VENTURA DA SILVA;723
2090473; ESF JOSE GUEDES PINTO;722
2047578; ESTRATEGIA SAUDE DA FAMILIA DR RONALDO JORGE NAZAR;721
2077817; USF DR ASDRUBAL BORGES DE BARROS;719
2030799; UNIDADE MISTA DE SAUDE JOSE STELLA;718
7077572; PSF 18 GALETTO DR GLAUCO MURULO MATIUZZO;718
2074958; UBS DR FRANCISCO TEOTHONIO PARDO MIRANDOPOLIS;718
2747618; PSF JARDIM MARIANA IBATE;717
9053948; PENITENCIARIA MASCULINA DE PIRACICABA;717
2716232; CS DE SANTA ALBERTINA;716
3914275; ESF DR OSWALDO FEDERICO;716
7303122; CONSULTORIO MUNICIPAL DR OSWALDO DA CRUZ OLIVEIRA JUNIOR;716
2040379; CENTRO DE SAUDE DE BARBOSA;715
2055171; UBS NOVO RECREIO;715
2718634; ESF OURO FINO;715
2076446; UBS DR ANTONIO MILTON ZAMBOM CAIC FERNANDOPOLIS;714
2076977; UBS COSTA SUL I ILHABELA;714
2024446; UNIDADE DE SAUDE DA FAMILIA ARARETAMA PINDAMONHANGABA;713
5822998; ESF JARDIM EUROPA;712
2078287; CENTRO DE REFERENCIA DA SAUDE DA MULHER SAO PAULO;711
9905782; UBS DR SYNESIO THOMAZELLA;710
7510411; USF FILIPINHO;709
3001423; CENTRO DE DETENCAO PROVISORIA DE PARELHEIROS;709
2074060; UNIDADE BASICA DE SAUDE DE TORRE DE PEDRA;709
3654346; ESF HENEDINA RODRIGUES CORTEZ;707
2073641; ESF II CENTRO DE SAUDE III NELCIDIO DA SILVEIRA BASTOS;707
2057565; USF DR RAPHAEL LHAMAS FRANCO COHAB 3;707
2094126; ESF WAGNER ZUCOLOTTO;706
2706237; UNIDADE BASICA DE SAUDE PASTOR ELIAS PEREIRA;706
2093367; ESF DR SHIGUERO KITAYAMA JALES;706
2081490; HOSPITAL MUNICIPAL DR MARIO GATTI CAMPINAS;705
5382041; UBS JARDIM AMELIA QUINTAL;705
5192706; USF RECANTO SAO JOSE;705
2067595; CONSULTORIO MUNICIPAL DR MARTINIANO SALGADO;705
2049732; ESF MONJOLADA;703
3979334; UBS DR YOSHITO KANZAWA MIRANDOPOLIS;703
2746506; UBS CACHOEIRA;702
7531028; UNIDADE DE SAUDE DA FAMILIA ARTEMIS I PIRACICABA;702
9214046; UBS DR SATORU OKIDA JD ATLANTICO;701
2074826; UBS DR WALDOMIRO PAIVA LUZ;701
2716445; CONSULTORIO MUNICIPAL DANIELE CRISTINE LAMANA;701
4048512; PRESIDIO I DE ITIRAPINA DR ANTONIO DE QUEIROZ FILHO;700
2059428; UBS JOSE V MENDONCA FILHO GUANABARA FERNANDOPOLIS;699
2027178; UNIDADE PSF VILA CAMARGO ITAPEVA;696
7738951; USF RECANTO DA LAGOA GRANDE;695
9057919; EQUIPE 39 USF SAO CARLOS VIII;695
3217213; ESF DR JOAO BATISTA DE TOLEDO LEME;695
2081865; HOSPITAL ALBERT SABIN ATIBAIA;693
2748525; ESF LYDIA BENEDICTO DA CRUZ;693
9592504; UBS DR THOMAZ ANTONIO CUNHA CARDOSO;693
2028557; UBS DE MERIDIANO;693
7020767; USF CONJUNTO TOYAMA;693
2070499; UBS ORLANDO DE OLIVEIRA;693
2038706; ESF JURUMIRIM FRANCISCO LEITE MENDES GONCALVES PIRAJU;692
6767117; PAS SONHO NOSSO BARRA BONITA;691
8010838; ESF JARDIM HUMBERTO SALVADOR ENG JOLIO MARTIN;691
5306000; USAFA SITIO CONCEICAOZINHA GUARUJA;689
6317650; USF ALAY CORREA REGISTRO;689
377236; UBS NELSON ROCHA;688
2062836; UBS II JARDIM SANTANA MATHEUS SERIBELLI;688
2028166; USF JARDIM BRASIL;687
2791978; UBS TAQUARAL DE BROTAS;687
2087650; PSF MINISTRO JOSE SERRA CONCHAL SP;687
2044080; UBS MARINHEIRO MARCILIO DIAS IPERO;687
7718829; UNIDADE DE SAUDE DA FAMILIA NOVA ESPERANCA PINDAMONHANGABA;686
2746565; USF BENEDITO PEREIRA DA SILVA BIL;685
2080354; HOSPITAL SANTO ANTONIO SANTOS;685
2071819; UBS II LENIR SPAZZAPAN DE ALENCAR NOVA INDEPENDENCIA;684
2034522; CS DE SALES;684
3983617; USF SANTA ANGELINA;682
6825532; UBS ESTUFA II UBATUBA;681
2034964; PROGRAMA DE SAUDE DA FAMILIA DO BAIRRO COHAB TIETE SP;680
2882515; UBS JULIA TEIXEIRA DA SILVA;679
2070081; UBS SANTA ESMERALDA;679
5730392; UNIDADE DE SAUDE DA FAMILIA JARAGUA II PIRACICABA;679
7974787; UBS JARDIM LEONE DR JOAO LOPES FILHO PITANGUEIRAS;679
3576760; UNIDADE MOVEL TERRESTRE ONIBUS DE FRANCISCO MORATO;678
2765896; USF MARESIAS I;678
2022427; E S F DR JOAO CAMBAUVA;676
6674763; UBS ORESTES ONGARO;676
2066866; UBS IRMA DULCE TAVEIRA;675
7015860; ESTRATEGIA DE SAUDE DA FAMILIA ALICE KAMLA;675
9835148; UBS JOSE AUGUSTO BATISTA FILHO MENEGUETI;675
5378400; UNIDADE DE SAUDE DA FAMILIA MOREIRA CESAR CISAS PINDA;675
2748118; UBS VILA LOPES;675
2029200; CS III SANTOPOLIS DO AGUAPEI;675
5298288; UNIDADE DE SAUDE DA FAMILIA CABO AGNALDO SOARES BARBOSA;673
2750414; CENTRO DE SAUDE MARABA PAULISTA UNIDADE SAUDE DA FAMILIA;673
2688417; ESF MADRE PAULINA JD FRATERNIDADE;672
2784467; UBS JOSE AUGUSTO PECANHA BRANDAO;671
2030071; PSF PRIMAVERA;671
2088444; CENTRO DE SAUDE III SANTA ERNESTINA;670
2063735; UBS JARAGUAZINHO CARAGUATATUBA;669
2056259; UNIDADE PSF VILA DOM BOSCO CIMENTOLANDIA ITAPEVA;669
2773899; ESF JARDIM NOVO EDEN;669
6811221; CENTRO DE TESTAGEM E ACONSELHAMENTO;668
3080528; ESF WALDOMIRO JORGE RAMOS;667
9603603; USF MARGARIDA JANETE FERRARI GANZAROLI;667
2053896; UBS ANTONIO SANTILIO COHAB FERNANDOPOLIS;666
6373410; ESF EQUIPE DE SAUDE DA FAMILIA INDAIAS;666
5784689; UBS PSF MARGARIDA POLAK LARA DE SANTA GERTRUDES;664
2055996; CENTRO MEDICO DE ESPECIALDADES MEDICAS DE CONCHAL;663
9159126; CENTRO DE SAUDE ESF MARIA CLAUDETE DA COSTA;663
2076330; ESF DO VALE DO REDENTOR SJRIOPARDO;663
2069849; UBS CENTRO DE TAQUARIVAI;663
2040441; CMSC SELMI DEI IV DRHERCULANO GRAEFF DE ARARAQUARA;662
3945960; UBS ANDRE MALAVAZZI CECAP FERNANDOPOLIS;662
2034379; UNIDADE BASICA DE SAUDE ARMANDO CENEDESI;662
2039613; UBS DO CAIC;662
2096862; UBS TALHADO;662
2791234; PAS JARDIM PAULISTA DOIS CORREGOS;661
2033054; USF DR ACACIO ALVES DE SOUZA;661
3452662; UBS AGUA AZUL;661
3342174; USF JARDIM AEROPORTO 3;661
2093634; UNIDADE DE SAUDE DA FAMILIA 01 PORANGABA;661
8524; UBS PARANAPIACABA;661
3004759; PSF I DE IBIRAREMA VERA LUCIA FERNANDES DE OLIVEIRA;659
2024470; UNIDADE BASICA DE SAUDE ITAGACABA;658
3045757; VIGILANCIA EPIDEMIOLOGICA DE EMBU DAS ARTES;658
9784551; UBS 10 PREF PEDRO SILVEIRA MARTINS JUNIOR CRUZEIRO DO SUL;658
2861844; USF VILA NOVA UNIAO;658
5046947; UBS HERNANI GABRIEL DE O DINIZ GONCALVES ESF SOL NASCENTE;657
6539882; USF ANA MARIA SALLES MOURA FALQUEIRO PIRATININGA;657
2051265; UNIDADE DE SAUDE DA FAMILIA DISTRITO ITABOA;657
9194258; HOSPITAL SAO LUIZ SAO CAETANO;657
7822472; USF PARQUE RECREIO;656
2073315; SECRETARIA MUNICIPAL DE SAUDE DE LINS;656
7298722; ESF CENTRO;656
3847047; USF SANTO ONOFRE;655
2087146; II UNIDADE SAUDE DA FAMILIA PORTA DO SOL MAIRINQUE;655
2057190; USF JARBAS PEREIRA DE ARAUJO ATIBAIA;654
2096137; UBS MARIA MAGDALENA MACEDO;654
2091070; CAIC MATAO;653
2751739; CRT DST AIDS E HEPATITES VIRAIS;653
2057832; ESF I SRA MILTS M S CASTRO EQUIP SAUDE BUCAL ESB;653
2034743; ESF EDUARDO MARTINS COELHO;652
5024722; PSF PQ INDUSTR DR FRANCISCO SUASSUNA VIRGOLINO CONCHAL SP;652
2079186; HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;652
2773678; UBS SABAUNA;651
2072033; UNIDADE MISTA DE SAUDE DE EMBUGUACU;650
7528434; UNIDADE DE SAUDE DA FAMILIA IAA II PIRACICABA;649
2053071; UNIDADE PSF VILA SAO MIGUEL ITAPEVA;648
2065657; USF MIGUEL AYUB MONTE SANTO;647
2043556; UBS DE MIRA ESTRELA;647
3219798; SAE DST AIDS DE SAO MATEUS;647
2047381; E S F DR SALIM BONEMER FILHO;646
2791250; UBS JARDIM JORGE ATALLA;646
2069784; UNIDADE BASICA DE SAUDE ALVORADA PIRACICABA;646
2067307; USF SAO JUDAS TADEU;645
2053853; UBS DR WALTRUDES BARALDI PLANALTO FERNANDOPOLIS;644
2921359; USF JARDIM BATISTA GENARI ISAAC FREITAS BORGES;644
3025276; PROGRAMA SAUDE DA FAMILIA INTEGRACAO AREIOPOLIS;643
7297130; USF POUSADA DA ESPERANCA II;643
3003302; HOSPITAL DE CUSTODIA ANDRE TEIXEIRA LIMA;643
3965422; PENITENCIARIA FEMININA DE SANTANA;643
2038471; UNIDADE BASICA DE SAUDE SAMARITA SAO VICENTE;642
2059851; NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA ANA ROSA;642
2047969; PM 19 PARQUE DA LIBERDADE;641
3044114; UBS NOVA ARUJA;641
3057054; UNIDADE DE SAUDE DA FAMILIA SANTA RITA AVENCAS PIRACICABA;641
2028883; UBS DR ARMANDO C S MANDADORI V CENTENARIO E S PINHAL SP;640
2034867; CS DE RUBINEIA;640
2755025; ESF DR JOSE NEGE;638
2036142; ESTRATEGIA SAUDE DA FAMILIA DE MONCOES;638
2063387; USF SAO RAFAEL ARCANJO PEDREIRA;638
2091208; CENTRO DE SAUDE BENEDITO DE SOUZA PRATANIA;638
2092891; UNIDADE DE SAUDE DA FAMILIA JOSE DE CASTRO;636
2082349; HOSPITAL DE CLINICAS DR RADAMES NARDINI;636
7280114; ESTRATEGIA DE SAUDE DA FAMILIA I ESF I;635
2091011; UBS JD PARAISO MATAO;635
2069261; ESF TETO DR FARID ABRAHAO JOSE PEDRO PIRAJU;634
4032128; UBS DONA ROSA;633
6544894; UBS ANTONIO PIVATO JARDIM PAULISTA FERNANDOPOLIS;633
2077620; HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;632
2056313; ESF CANTIZANI JOAO ALVES MARTINS PIRAJU;631
2076004; ESF DR FRANCISCO ASSIS SANTANA;629
2059339; UNIDADE BASICA DE SAUDE JARDIM PLANALTO PIRACICABA;628
2063972; USF SANTA CRUZ SAO MIGUEL ARCANJO;628
9898727; UBS TEREZA ALMEIDA BUENO SILVA;627
8000301; ESF ACCACIO DE OLIVEIRA NUNES MONTE ALTO;626
3128393; UBS VALE VERDE MARIANA DIBOS LOPES DOS SANTOS;625
2034719; CS DE PLANALTO;625
3425274; USF CANTO DO MAR;625
2064804; USF PARQUE DAS LARANJEIRAS DR WILSON ANTUNES PEREIRA;624
7171668; USF MARCELINO MARIA RODRIGUES;624
2079003; SERVICO DE SAUDE DR CANDIDO FERREIRA;623
6003583; USF ANGELINA PLATINETTI MASSARI;623
9014217; UBS JARDIM DOS PIRES I;623
2790300; CENTRO DE SAUDE III E ESF LUIZ MERCADANTE;623
5544157; USF CIDADE ARACY EQUIPE I;623
6448720; UAPS 2 UNIDADE DE ATENCAO AOS PROGRAMAS DE SAUDE;622
2088495; INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA IDPC SAO PAULO;622
2996189; UBSF JARDIM CRUZEIRO;621
6990193; USF COHAB IV BOTUCATU;620
2077825; PSF MARIA JOSE;620
7812418; UNIDADE DE SAUDE DA FAMILIA NOLBERTO DE OLIVERIO;620
301213; UBS DIEGO DE LIMA CAMILO;619
2773643; USF QUATINGA;618
2055651; PSF BARRA;618
2057182; USF FARMACEUTICO POMPEU VAIRO ATIBAIA;617
2061902; UNIDADE PSF ANA BENTA CAPAO BONITO;617
3572587; USF HORIZONTE AZUL;617
6756298; ESF DRA ZILDA ARNS NEUMANN;617
8923; CENTRO HOSPITALAR DE SANTO ANDRE DR NEWTON DA COSTA BRANDAO;617
2057956; CENTRO DE SAUDE CASA VERDE;617
2075814; ESF DE BARRA DO CHAPEU;616
2024608; ESF III VILA LOYELO;615
6555284; UBS GUIOMAR FRANCO DA CUNHA JD DULCE;615
3979474; PENITENCIARIA II DE GUAREI;615
7682611; USF DR CARLOS AMADEU DE OLIVEIRA V MAZZEI ITAPETININGA;615
2791218; UBS JARDIM ITAMARATY;615
2028735; USF DR ABRAAO NICOLAU SALUM SANTA MONICA;615
2785420; EAP ENGENHO VELHO;614
2046571; UBS RESSACA;614
2052148; USF DR VALDOMIRO DE OLIVEIRA CHAPADINHA;614
2097818; UBS MARACANA;614
6347789; ESF HIPICA JAGUARI;613
2053624; UBS CAPUAVA;613
2067323; USF MARTINHO PRADO;612
6294537; UBS JD ADELAIDE MARCELO VIEGAS DIAS;611
2047772; UNIDADE BASICA DE SAUDE DA FAMILIA ITAPIRAPUA PAULISTA;611
2716216; CENTRO DE SAUDE II DR BENEDITO DE OLIVEIRA BICUDO;611
2085836; UBS GETUBA SANTINA CARVALHO DO PRADO CARAGUATATUBA;610
3392643; ESF EAP WALDO DSTEFANO JD PRIMAVERA JOSE BONIFACIO;610
2791463; USF OSVALDO BUENO DE CAMARGO;610
2716437; ESF DR EDUARDO LAINETTI;610
2093316; UNIDADE BASICA DE SAUDE DR DELFIM ROSA;609
422746; ESF SA CATARINA SAO VICENTE;609
6587305; UBS ABARCA DR FRANCISCO SPADARO JUNIOR;609
2746182; ESF VILA GOMES;607
7277199; ESF CENTRAL;607
2070960; UNIDADE PSF VILA NOVO HORIZONTE ITARARE SP;607
3003299; USF JARDIM IOLANDA BOTUCATU;606
7958730; UNIDADE BASICA DE SAUDE DA FAMILIA JOAO APARECIDO SIQUEIRA;606
